Month,Store,Item,City,Average Age,Percent Male,Competition,Daily Revenue,Marketing Campaign,Reg Price,Discount,Price,Quantity,Cost,Profit,Profit Linear,Profit Log,Outlier
January,Boston 1,Home Audio,Boston,43,0.562413012,Low,49780,Friends & Family,400,0.05,380,131,200,23580,68.54967368,8.092365871,FALSE
January,New York 4,Tablets,New York,27,0.457506742,High,32480,Social,700,0.2,560,58,350,12180,64.41624365,7.561399996,FALSE
January,New York 3,Tablets,New York,52,0.548749723,Low,68320,Door Buster,700,0.2,560,122,350,25620,69.2893401,8.159057262,FALSE
January,New York 2,Tablets,New York,56,0.547727207,Low,85120,Door Buster,700,0.2,560,152,350,31920,71.57360406,8.335771215,FALSE
January,New York 1,Tablets,New York,15,0.518817466,Low,98560,Regional,700,0.2,560,176,350,36960,73.40101523,8.453605024,FALSE
January,Chicago 3,Tablets,Chicago,33,0.445924096,Low,57120,Regional,700,0.2,560,102,350,21420,67.76649746,8.0151457,FALSE
January,Chicago 2,Tablets,Chicago,54,0.42,High,43680,Door Buster,700,0.2,560,78,350,16380,65.93908629,7.799526204,FALSE
January,Chicago 1,Tablets,Chicago,28,0.45954682,Low,64400,Friends & Family,700,0.2,560,115,350,24150,68.75634518,8.111564036,FALSE
January,Boston 2,Tablets,Boston,42,0.564022992,High,113680,Door Buster,700,0.2,560,203,350,42630,75.45685279,8.568319051,FALSE
January,Boston 1,Tablets,Boston,30,0.612703408,Normal,123760,Friends & Family,700,0.2,560,221,350,46410,76.82741117,8.63660375,FALSE
January,New York 4,TVs,New York,40,0.463755335,Normal,21000,Friends & Family,1000,0,1000,21,500,10500,63.8071066,7.442106135,FALSE
January,New York 3,TVs,New York,72,0.542493258,High,22000,Friends & Family,1000,0,1000,22,500,11000,63.98839739,7.479496999,FALSE
January,New York 2,TVs,New York,57,0.45313651,High,11000,Social,1000,0,1000,11,500,5500,61.99419869,6.922373966,FALSE
January,New York 1,TVs,New York,38,0.487461604,High,24000,Friends & Family,1000,0,1000,24,500,12000,64.35097897,7.549433145,FALSE
January,Chicago 3,TVs,Chicago,33,0.477466619,High,14000,Door Buster,1000,0,1000,14,500,7000,62.53807107,7.116210052,FALSE
January,Chicago 2,TVs,Chicago,58,0.364570044,High,21000,Door Buster,1000,0,1000,21,500,10500,63.8071066,7.442106135,FALSE
January,Chicago 1,TVs,Chicago,44,0.491190061,High,22000,Regional,1000,0,1000,22,500,11000,63.98839739,7.479496999,FALSE
January,Boston 2,TVs,Boston,31,0.5137428,High,33000,Friends & Family,1000,0,1000,33,500,16500,65.98259608,7.805393081,FALSE
January,Boston 1,TVs,Boston,53,0.531370709,High,29000,Friends & Family,1000,0,1000,29,500,14500,65.25743292,7.701538036,FALSE
January,New York 4,Video Games,New York,32,0.526681454,High,1665,Door Buster,50,0.1,45,37,25,740,60.26831037,5.310152145,FALSE
January,New York 3,Video Games,New York,55,0.573934804,Low,810,Social,50,0.1,45,18,25,360,60.13052937,4.73100695,FALSE
January,New York 2,Video Games,New York,41,0.541402771,Low,2970,Regional,50,0.1,45,66,25,1320,60.47860769,5.77531687,FALSE
January,New York 1,Video Games,New York,26,0.5,Low,5850,Friends & Family,50,0.1,45,130,25,2600,60.94271211,6.32016854,FALSE
January,Chicago 3,Video Games,Chicago,30,0.508809939,High,2700,Friends & Family,50,0.1,45,60,25,1200,60.4350979,5.69871049,FALSE
January,Chicago 2,Video Games,Chicago,38,0.444465654,High,1170,Friends & Family,50,0.1,45,26,25,520,60.18854242,5.026568918,FALSE
January,Chicago 1,Video Games,Chicago,28,0.56045318,Low,4230,Regional,50,0.1,45,94,25,1880,60.68165337,6.059558107,FALSE
January,Boston 2,Video Games,Boston,42,0.463204774,High,3510,Regional,50,0.1,45,78,25,1560,60.56562727,5.909588033,FALSE
January,Boston 1,Video Games,Boston,44,0.568629291,Normal,2925,Social,50,0.1,45,65,25,1300,60.47135606,5.763045508,FALSE
January,New York 4,Cables,New York,46,0.526681454,High,6426,Door Buster,20,0.1,18,357,10,2856,61.03553299,6.395649996,FALSE
January,New York 3,Cables,New York,72,0.573934804,Low,9775,Friends & Family,20,0.15,17,575,10,4025,61.45939086,6.671421888,FALSE
January,New York 2,Cables,New York,52,0.56686349,High,9316,Friends & Family,20,0.15,17,548,10,3836,61.39086294,6.632765314,FALSE
January,New York 1,Cables,New York,43,0.52510843,Low,10778,Friends & Family,20,0.15,17,634,10,4438,61.60913706,6.749932158,FALSE
January,Chicago 3,Cables,Chicago,33,0.477466619,High,8228,Friends & Family,20,0.15,17,484,10,3388,61.2284264,6.532946223,FALSE
January,Chicago 2,Cables,Chicago,64,0.395534346,Low,5270,Social,20,0.15,17,310,10,2170,60.78680203,6.174861616,FALSE
January,Chicago 1,Cables,Chicago,35,0.491190061,High,6868,Social,20,0.15,17,404,10,2828,61.02538071,6.387731127,FALSE
January,Boston 2,Cables,Boston,35,0.532518334,High,8789,Friends & Family,20,0.15,17,517,10,3619,61.31218274,6.58596051,FALSE
January,Boston 1,Cables,Boston,52,0.568629291,High,12461,Friends & Family,20,0.15,17,733,10,5131,61.86040609,6.866554922,FALSE
January,New York 4,Cameras,New York,45,0.507606432,High,79650,Social,300,0.1,270,295,150,35400,72.83538796,8.418943393,FALSE
January,New York 3,Cameras,New York,45,0.498697758,High,60210,Door Buster,300,0.1,270,223,150,26760,69.7026831,8.194048845,FALSE
January,New York 2,Cameras,New York,37,0.491190061,High,96660,Regional,300,0.1,270,358,150,42960,75.57650471,8.57451701,FALSE
January,New York 1,Cameras,New York,22,0.468584663,High,80190,Social,300,0.1,270,297,150,35640,72.92240754,8.424374216,FALSE
January,Chicago 3,Cameras,Chicago,36,0.502533381,High,71820,Regional,300,0.1,270,266,150,31920,71.57360406,8.335771215,FALSE
January,Chicago 2,Cameras,Chicago,49,0.395534346,Low,91530,Friends & Family,300,0.1,270,339,150,40680,74.74981871,8.530685738,FALSE
January,Chicago 1,Cameras,Chicago,30,0.51,Normal,69660,Door Buster,300,0.1,270,258,150,30960,71.22552574,8.31122706,FALSE
January,Boston 2,Cameras,Boston,30,0.52,Normal,61830,Regional,300,0.1,270,229,150,27480,69.96374184,8.215388824,FALSE
January,Boston 1,Cameras,Boston,36,0.543795445,Low,55620,Door Buster,300,0.1,270,206,150,24720,68.96301668,8.13031432,FALSE
January,New York 4,Cell Phones,New York,27,0.476244665,Normal,35460,Friends & Family,200,0.1,180,197,100,15760,65.71428571,7.768512378,FALSE
January,New York 3,Cell Phones,New York,66,0.492393568,High,21960,Door Buster,200,0.1,180,122,100,9760,63.53879623,7.383365157,FALSE
January,New York 2,Cell Phones,New York,42,0.45313651,Normal,40500,Friends & Family,200,0.1,180,225,100,18000,66.52646846,7.875329227,FALSE
January,New York 1,Cell Phones,New York,29,0.537742304,High,40140,Friends & Family,200,0.1,180,223,100,17840,66.4684554,7.868152763,FALSE
January,Chicago 3,Cell Phones,Chicago,33,0.471190061,Low,37620,Social,200,0.1,180,209,100,16720,66.06236403,7.816039047,FALSE
January,Chicago 2,Cell Phones,Chicago,65,0.401664262,High,41940,Regional,200,0.1,180,233,100,18640,66.75852067,7.903410988,FALSE
January,Chicago 1,Cell Phones,Chicago,34,0.472272793,High,41040,Friends & Family,200,0.1,180,228,100,18240,66.61348803,7.885975193,FALSE
January,Boston 2,Cell Phones,Boston,48,0.52,High,24660,Door Buster,200,0.1,180,137,100,10960,63.97389413,7.476568913,FALSE
January,Boston 1,Cell Phones,Boston,33,0.512635119,Low,34740,Friends & Family,200,0.1,180,193,100,15440,65.59825961,7.752024443,FALSE
January,New York 4,Computers,New York,49,0.533108763,High,22990,Door Buster,1100,0.05,1045,22,550,10890,63.94851342,7.471418955,FALSE
January,New York 3,Computers,New York,66,0.561302242,High,25080,Door Buster,1100,0.05,1045,24,550,11880,64.30746918,7.5413551,FALSE
January,New York 2,Computers,New York,36,0.51626472,High,31350,Friends & Family,1100,0.05,1045,30,550,14850,65.38433648,7.720708657,FALSE
January,New York 1,Computers,New York,38,0.52510843,High,20900,Social,1100,0.05,1045,20,550,9900,63.58955765,7.394812575,FALSE
January,Chicago 3,Computers,Chicago,36,0.515098387,High,29260,Social,1100,0.05,1045,28,550,13860,65.02538071,7.665255041,FALSE
January,Chicago 2,Computers,Chicago,61,0.475429956,Low,27170,Door Buster,1100,0.05,1045,26,550,12870,64.66642495,7.605690118,FALSE
January,Chicago 1,Computers,Chicago,27,0.491190061,Low,43890,Friends & Family,1100,0.05,1045,42,550,20790,67.53807107,7.991151123,FALSE
January,Boston 2,Computers,Boston,55,0.463204774,High,61655,Regional,1100,0.05,1045,59,550,29205,70.58919507,8.264322823,FALSE
January,Boston 1,Computers,Boston,53,0.518898817,Low,66880,Friends & Family,1100,0.05,1045,64,550,31680,71.48658448,8.329705083,FALSE
January,New York 4,DVD Players,New York,45,0.476244665,Normal,12622.5,Social,150,0.15,127.5,99,75,5197.5,61.88451777,6.876905058,FALSE
January,New York 3,DVD Players,New York,76,0.567606432,Low,15555,Regional,150,0.15,127.5,122,75,6405,62.32233503,7.044811197,FALSE
January,New York 2,DVD Players,New York,38,0.45313651,Low,13897.5,Door Buster,150,0.15,127.5,109,75,5722.5,62.0748731,6.95424917,FALSE
January,New York 1,DVD Players,New York,25,0.468584663,Low,22185,Social,150,0.15,127.5,174,75,9135,63.31218274,7.330173045,FALSE
January,Chicago 3,DVD Players,Chicago,31,0.54686349,Low,42840,Friends & Family,150,0.15,127.5,336,75,17640,66.39593909,7.859091127,FALSE
January,Chicago 2,DVD Players,Chicago,50,0.364570044,Low,43477.5,Friends & Family,150,0.15,127.5,341,75,17902.5,66.49111675,7.870963701,FALSE
January,Chicago 1,DVD Players,Chicago,34,0.56045318,Low,47047.5,Friends & Family,150,0.15,127.5,369,75,19372.5,67.02411168,7.934391644,FALSE
January,Boston 2,DVD Players,Boston,25,0.5137428,High,17467.5,Social,150,0.15,127.5,137,75,7192.5,62.60786802,7.138014953,FALSE
January,Boston 1,DVD Players,Boston,35,0.500031364,High,15172.5,Social,150,0.15,127.5,119,75,6247.5,62.26522843,7.024799575,FALSE
January,New York 4,Headphones,New York,25,0.526681454,High,40761,Regional,70,0.1,63,647,35,18116,66.56852792,7.880492386,FALSE
January,New York 3,Headphones,New York,48,0.50498196,Low,46746,Regional,70,0.1,63,742,35,20776,67.53299492,7.990609689,FALSE
January,New York 2,Headphones,New York,60,0.45954682,High,30429,Door Buster,70,0.1,63,483,35,13524,64.9035533,7.645529912,FALSE
January,New York 1,Headphones,New York,34,0.487461604,Low,65835,Regional,70,0.1,63,1045,35,29260,70.60913706,8.265835069,FALSE
January,Chicago 3,Headphones,Chicago,37,0.508809939,Low,17451,Door Buster,70,0.1,63,277,35,7756,62.81218274,7.198640796,FALSE
January,Chicago 2,Headphones,Chicago,35,0.413893214,Normal,17577,Regional,70,0.1,63,279,35,7812,62.83248731,7.204423257,FALSE
January,Chicago 1,Headphones,Chicago,24,0.573311441,High,18144,Door Buster,70,0.1,63,288,35,8064,62.92385787,7.229941547,FALSE
January,Boston 2,Headphones,Boston,31,0.501212642,High,17703,Door Buster,70,0.1,63,281,35,7868,62.85279188,7.210164415,FALSE
January,Boston 1,Headphones,Boston,40,0.512635119,High,24192,Friends & Family,70,0.1,63,384,35,10752,63.89847716,7.461168498,FALSE
January,New York 4,Home Audio,New York,52,0.513934804,Low,53960,Social,400,0.05,380,142,200,25560,69.26758521,8.157172716,FALSE
January,New York 3,Home Audio,New York,65,0.586681454,High,64220,Regional,400,0.05,380,169,200,30420,71.02973169,8.297084314,FALSE
January,New York 2,Home Audio,New York,41,0.51626472,Low,57380,Door Buster,400,0.05,380,151,200,27180,69.85496737,8.206565918,FALSE
January,New York 1,Home Audio,New York,21,0.462257696,High,63840,Social,400,0.05,380,168,200,30240,70.96446701,8.292314219,FALSE
January,Chicago 3,Home Audio,Chicago,59,0.49,Low,44080,Regional,400,0.05,380,116,200,20880,67.57070341,7.994623088,FALSE
January,Chicago 2,Home Audio,Chicago,43,0.438335738,Low,40280,Regional,400,0.05,380,106,200,19080,66.91805656,7.922163365,FALSE
January,Chicago 1,Home Audio,Chicago,26,0.472272793,High,47500,Friends & Family,400,0.05,380,125,200,22500,68.15808557,8.054682784,FALSE
January,Boston 2,Home Audio,Boston,47,0.551365072,High,45980,Social,400,0.05,380,121,200,21780,67.89702683,8.028541987,FALSE
January,Boston 1,Home Audio,Boston,51,0.593652606,Low,58900,Friends & Family,400,0.05,380,155,200,27900,70.11602611,8.227580413,FALSE
January,New York 4,Tablets,New York,27,0.438697758,Low,76160,Door Buster,700,0.2,560,136,350,28560,70.35532995,8.24637265,FALSE
January,New York 3,Tablets,New York,61,0.561302242,Low,68880,Friends & Family,700,0.2,560,123,350,25830,69.36548223,8.165618594,FALSE
January,New York 2,Tablets,New York,48,0.484901613,Normal,80640,Social,700,0.2,560,144,350,30240,70.96446701,8.292314219,FALSE
January,New York 1,Tablets,New York,46,0.556886244,High,48720,Friends & Family,700,0.2,560,87,350,18270,66.62436548,7.887296078,FALSE
January,Chicago 3,Tablets,Chicago,53,0.521402771,High,50960,Social,700,0.2,560,91,350,19110,66.92893401,7.923426144,FALSE
January,Chicago 2,Tablets,Chicago,58,0.462964747,Normal,59360,Friends & Family,700,0.2,560,106,350,22260,68.07106599,8.046063306,FALSE
January,Chicago 1,Tablets,Chicago,49,0.554075904,Low,61040,Regional,700,0.2,560,109,350,22890,68.29949239,8.068495235,FALSE
January,Boston 2,Tablets,Boston,37,0.576795226,Low,124320,Door Buster,700,0.2,560,222,350,46620,76.9035533,8.640232464,FALSE
January,Boston 1,Tablets,Boston,48,0.506347394,Normal,110880,Friends & Family,700,0.2,560,198,350,41580,75.07614213,8.548274156,FALSE
January,New York 4,TVs,New York,25,0.507606432,High,19000,Social,1000,0,1000,19,500,9500,63.44452502,7.36166319,FALSE
January,New York 3,TVs,New York,72,0.593108763,High,11000,Door Buster,1000,0,1000,11,500,5500,61.99419869,6.922373966,FALSE
January,New York 2,TVs,New York,65,0.547727207,Low,36000,Friends & Family,1000,0,1000,36,500,18000,66.52646846,7.875329227,FALSE
January,New York 1,TVs,New York,33,0.455906459,High,19000,Door Buster,1000,0,1000,19,500,9500,63.44452502,7.36166319,FALSE
January,Chicago 3,TVs,Chicago,42,0.445924096,Low,53000,Regional,1000,0,1000,53,500,26500,69.60841189,8.186201346,FALSE
January,Chicago 2,TVs,Chicago,37,0.450611104,Low,28000,Door Buster,1000,0,1000,28,500,14000,65.07614213,7.673333085,FALSE
January,Chicago 1,TVs,Chicago,28,0.491190061,High,26000,Regional,1000,0,1000,26,500,13000,64.71356055,7.613768162,FALSE
January,Boston 2,TVs,Boston,43,0.456764563,High,23000,Door Buster,1000,0,1000,23,500,11500,64.16968818,7.515225487,FALSE
January,Boston 1,TVs,Boston,29,0.506347394,High,18000,Door Buster,1000,0,1000,18,500,9000,63.26323423,7.318206194,FALSE
January,New York 4,Video Games,New York,48,0.438697758,Normal,1845,Door Buster,50,0.1,45,41,25,820,60.2973169,5.392661308,FALSE
January,New York 3,Video Games,New York,68,0.498697758,High,585,Door Buster,50,0.1,45,13,25,260,60.09427121,4.469445886,FALSE
January,New York 2,Video Games,New York,58,0.491190061,High,1395,Door Buster,50,0.1,45,31,25,620,60.22480058,5.167942561,FALSE
January,New York 1,Video Games,New York,17,0.493732773,Normal,5400,Friends & Family,50,0.1,45,120,25,2400,60.87019579,6.255833523,FALSE
January,Chicago 3,Video Games,Chicago,44,0.458597229,High,2880,Friends & Family,50,0.1,45,64,25,1280,60.46410442,5.750583884,FALSE
January,Chicago 2,Video Games,Chicago,45,0.370818748,Low,1395,Friends & Family,50,0.1,45,31,25,620,60.22480058,5.167942561,FALSE
January,Chicago 1,Video Games,Chicago,24,0.554075904,High,3780,Friends & Family,50,0.1,45,84,25,1680,60.60913706,5.969152956,FALSE
January,Boston 2,Video Games,Boston,48,0.538787358,Low,4545,Friends & Family,50,0.1,45,101,25,2020,60.73241479,6.117288661,FALSE
January,Boston 1,Video Games,Boston,43,0.537586988,High,2880,Door Buster,50,0.1,45,64,25,1280,60.46410442,5.750583884,FALSE
January,New York 4,Cables,New York,25,0.526681454,Normal,6520,Paper Circular,20,0,20,326,10,3260,61.18201595,6.501991403,FALSE
January,New York 3,Cables,New York,56,0.593108763,Low,5200,Bundled,20,0,20,260,10,2600,60.94271211,6.32016854,FALSE
January,New York 2,Cables,New York,36,0.547727207,High,7360,Door Buster,20,0,20,368,10,3680,61.33430022,6.599395341,FALSE
January,New York 1,Cables,New York,28,0.443113756,Low,6500,Bundled,20,0,20,325,10,3250,61.17839014,6.499522097,FALSE
January,Chicago 3,Cables,Chicago,34,0.54686349,Low,6780,Paper Circular,20,0,20,339,10,3390,61.22915156,6.533420557,FALSE
January,Chicago 2,Cables,Chicago,38,0.450611104,Low,5060,Door Buster,20,0,20,253,10,2530,60.9173314,6.298232245,FALSE
January,Chicago 1,Cables,Chicago,35,0.56045318,Low,7760,Bundled,20,0,20,388,10,3880,61.40681653,6.641932178,FALSE
January,Boston 2,Cables,Boston,42,0.507481666,High,9480,Buy More & Save,20,0,20,474,10,4740,61.71863669,6.802846251,FALSE
January,Boston 1,Cables,Boston,24,0.562413012,High,9380,Paper Circular,20,0,20,469,10,4690,61.70050761,6.794322749,FALSE
January,New York 4,Cameras,New York,37,0.419708334,High,66960,Buy More & Save,300,0.1,270,248,150,29760,70.79042785,8.279453807,FALSE
January,New York 3,Cameras,New York,61,0.53,Low,46170,Buy More & Save,300,0.1,270,171,150,20520,67.44017404,7.980644325,FALSE
January,New York 2,Cameras,New York,64,0.528809939,Low,76950,Paper Circular,300,0.1,270,285,150,34200,72.40029007,8.391224831,FALSE
January,New York 1,Cameras,New York,25,0.518817466,High,58860,Paper Circular,300,0.1,270,218,150,26160,69.48513416,8.175822245,FALSE
January,Chicago 3,Cameras,Chicago,37,0.43954682,High,54810,Bundled,300,0.1,270,203,150,24360,68.83248731,8.118523028,FALSE
January,Chicago 2,Cameras,Chicago,38,0.469181252,Low,64800,Bundled,300,0.1,270,240,150,28800,70.44234953,8.253098703,FALSE
January,Chicago 1,Cameras,Chicago,32,0.535098387,Low,68850,Door Buster,300,0.1,270,255,150,30600,71.09499637,8.301826267,FALSE
January,Boston 2,Cameras,Boston,24,0.564022992,Low,50220,Bundled,300,0.1,270,186,150,22320,68.09282088,8.048226856,FALSE
January,Boston 1,Cameras,Boston,46,0.55,High,47790,Buy More & Save,300,0.1,270,177,150,21240,67.70123278,8.008362887,FALSE
January,New York 4,Cell Phones,New York,51,0.419708334,High,26640,Buy More & Save,200,0.1,180,148,100,11840,64.29296592,7.538644276,FALSE
January,New York 3,Cell Phones,New York,71,0.536244665,Normal,23940,Bundled,200,0.1,180,133,100,10640,63.85786802,7.4527521,FALSE
January,New York 2,Cell Phones,New York,46,0.484901613,High,35460,Buy More & Save,200,0.1,180,197,100,15760,65.71428571,7.768512378,FALSE
January,New York 1,Cell Phones,New York,31,0.436663224,High,33480,Paper Circular,200,0.1,180,186,100,14880,65.39521392,7.722330774,FALSE
January,Chicago 3,Cell Phones,Chicago,47,0.49,Low,36720,Bundled,200,0.1,180,204,100,16320,65.9173314,7.796576628,FALSE
January,Chicago 2,Cell Phones,Chicago,40,0.358284646,Low,32040,Buy More & Save,200,0.1,180,178,100,14240,65.16316171,7.686995034,FALSE
January,Chicago 1,Cell Phones,Chicago,45,0.446688559,High,39060,Paper Circular,200,0.1,180,217,100,17360,66.29441624,7.846230714,FALSE
January,Boston 2,Cell Phones,Boston,38,0.507481666,Normal,28260,Paper Circular,200,0.1,180,157,100,12560,64.55402466,7.586092987,FALSE
January,Boston 1,Cell Phones,Boston,33,0.493682618,Low,26820,Bundled,200,0.1,180,149,100,11920,64.32197244,7.544056813,FALSE
January,New York 4,Computers,New York,28,0.451250277,Low,41360,Bundled,1100,0.2,880,47,550,15510,65.62364032,7.755660191,FALSE
January,New York 3,Computers,New York,69,0.466891237,Normal,30800,Paper Circular,1100,0.2,880,35,550,11550,64.18781726,7.518712515,FALSE
January,New York 2,Computers,New York,44,0.446688559,High,39600,Bundled,1100,0.2,880,45,550,14850,65.38433648,7.720708657,FALSE
January,New York 1,Computers,New York,39,0.55047337,Low,40480,Paper Circular,1100,0.2,880,46,550,15180,65.5039884,7.738374393,FALSE
January,Chicago 3,Computers,Chicago,40,0.43313651,High,36080,Paper Circular,1100,0.2,880,41,550,13530,64.90572879,7.645886425,FALSE
January,Chicago 2,Computers,Chicago,38,0.462964747,High,27280,Paper Circular,1100,0.2,880,31,550,10230,63.70920957,7.421167678,FALSE
January,Chicago 1,Computers,Chicago,49,0.45954682,High,34320,Door Buster,1100,0.2,880,39,550,12870,64.66642495,7.605690118,FALSE
January,Boston 2,Computers,Boston,39,0.488634928,High,63360,Bundled,1100,0.2,880,72,550,23760,68.61493836,8.098478133,FALSE
January,Boston 1,Computers,Boston,31,0.537586988,High,58080,Buy More & Save,1100,0.2,880,66,550,21780,67.89702683,8.028541987,FALSE
January,New York 4,DVD Players,New York,47,0.451250277,Low,10935,Buy More & Save,150,0.1,135,81,75,4860,61.76214648,6.822941263,FALSE
January,New York 3,DVD Players,New York,52,0.573934804,Low,7155,Paper Circular,150,0.1,135,53,75,3180,61.15300943,6.482021217,FALSE
January,New York 2,DVD Players,New York,66,0.472272793,High,11610,Buy More & Save,150,0.1,135,86,75,5160,61.87092096,6.871084912,FALSE
January,New York 1,DVD Players,New York,36,0.5,High,10800,Buy More & Save,150,0.1,135,80,75,4800,61.74039159,6.812956555,FALSE
January,Chicago 3,DVD Players,Chicago,45,0.471190061,Low,27810,Buy More & Save,150,0.1,135,206,75,12360,64.48150834,7.573191287,FALSE
January,Chicago 2,DVD Players,Chicago,48,0.481715354,Low,23085,Buy More & Save,150,0.1,135,171,75,10260,63.72008702,7.423521292,FALSE
January,Chicago 1,DVD Players,Chicago,31,0.478597229,Low,34425,Paper Circular,150,0.1,135,255,75,15300,65.54749819,7.744703234,FALSE
January,Boston 2,DVD Players,Boston,38,0.475977008,High,14580,Buy More & Save,150,0.1,135,108,75,6480,62.34952864,7.054168213,FALSE
January,Boston 1,DVD Players,Boston,39,0.562413012,High,12150,Paper Circular,150,0.1,135,90,75,5400,61.95794054,6.907625688,FALSE
January,New York 4,Headphones,New York,50,0.476244665,High,20790,Paper Circular,70,0.1,63,330,35,9240,63.35025381,7.339358958,FALSE
January,New York 3,Headphones,New York,57,0.523755335,Low,20650,Bundled,70,0,70,295,35,10325,63.74365482,7.428597268,FALSE
January,New York 2,Headphones,New York,61,0.45954682,High,24080,Paper Circular,70,0,70,344,35,12040,64.36548223,7.552107885,FALSE
January,New York 1,Headphones,New York,38,0.544093541,High,33950,Bundled,70,0,70,485,35,16975,66.15482234,7.82820479,FALSE
January,Chicago 3,Headphones,Chicago,49,0.477466619,Normal,10780,Buy More & Save,70,0,70,154,35,5390,61.95431472,6.906135866,FALSE
January,Chicago 2,Headphones,Chicago,56,0.377035253,High,6510,Buy More & Save,70,0,70,93,35,3255,61.18020305,6.500757698,FALSE
January,Chicago 1,Headphones,Chicago,32,0.573311441,High,12670,Paper Circular,70,0,70,181,35,6335,62.29695431,7.035978596,FALSE
January,Boston 2,Headphones,Boston,30,0.463204774,Normal,14420,Paper Circular,70,0,70,206,35,7210,62.6142132,7.139968195,FALSE
January,Boston 1,Headphones,Boston,29,0.543795445,Low,17850,Paper Circular,70,0,70,255,35,8925,63.23604061,7.311480141,FALSE
January,New York 4,Home Audio,New York,38,0.533108763,Low,44400,Buy More & Save,400,0,400,111,200,22200,68.04931109,8.043893915,FALSE
January,New York 3,Home Audio,New York,61,0.492393568,Normal,35200,Bundled,400,0,400,88,200,17600,66.38143582,7.857266475,FALSE
January,New York 2,Home Audio,New York,36,0.522533381,High,49200,Buy More & Save,400,0,400,123,200,24600,68.91950689,8.126403078,FALSE
January,New York 1,Home Audio,New York,16,0.531415337,Normal,54000,Bundled,400,0,400,135,200,27000,69.78970268,8.20122531,FALSE
January,Chicago 3,Home Audio,Chicago,49,0.527727207,Normal,27200,Buy More & Save,400,0,400,68,200,13600,64.9311095,7.650034102,FALSE
January,Chicago 2,Home Audio,Chicago,56,0.432217413,Low,22800,Buy More & Save,400,0,400,57,200,11400,64.13343002,7.508205716,FALSE
January,Chicago 1,Home Audio,Chicago,40,0.45954682,Low,36400,Buy More & Save,400,0,400,91,200,18200,66.59898477,7.884210628,FALSE
January,Boston 2,Home Audio,Boston,46,0.564022992,High,43200,Door Buster,400,0,400,108,200,21600,67.83176215,8.021871753,FALSE
January,Boston 1,Home Audio,Boston,35,0.606317382,High,44800,Paper Circular,400,0,400,112,200,22400,68.12182741,8.051102561,FALSE
January,New York 4,Tablets,New York,56,0.413318546,High,25830,Buy More & Save,700,0.1,630,41,350,11480,64.16243655,7.513826429,FALSE
January,New York 3,Tablets,New York,54,0.55501804,High,41580,Buy More & Save,700,0.1,630,66,350,18480,66.70050761,7.896481991,FALSE
January,New York 2,Tablets,New York,49,0.446688559,Low,67410,Bundled,700,0.1,630,107,350,29960,70.86294416,8.284837341,FALSE
January,New York 1,Tablets,New York,21,0.5,High,58590,Paper Circular,700,0.1,630,93,350,26040,69.44162437,8.172126797,FALSE
January,Chicago 3,Tablets,Chicago,52,0.445924096,High,36540,Bundled,700,0.1,630,58,350,16240,65.88832487,7.792626946,FALSE
January,Chicago 2,Tablets,Chicago,61,0.432217413,Low,35910,Bundled,700,0.1,630,57,350,15960,65.78680203,7.778648182,FALSE
January,Chicago 1,Tablets,Chicago,28,0.56686349,High,25830,Buy More & Save,700,0.1,630,41,350,11480,64.16243655,7.513826429,FALSE
January,Boston 2,Tablets,Boston,24,0.576795226,Low,103320,Door Buster,700,0.1,630,164,350,45920,76.64974619,8.628072494,FALSE
January,Boston 1,Tablets,Boston,35,0.568629291,High,78120,Buy More & Save,700,0.1,630,124,350,34720,72.58883249,8.403353747,FALSE
January,New York 4,TVs,New York,51,0.507606432,High,19800,Bundled,1000,0.1,900,22,500,8800,63.19071791,7.300143442,FALSE
January,New York 3,TVs,New York,44,0.523755335,High,9900,Bundled,1000,0.1,900,11,500,4400,61.59535896,6.74302041,FALSE
January,New York 2,TVs,New York,59,0.547727207,High,17100,Paper Circular,1000,0.1,900,19,500,7600,62.75562001,7.182309634,FALSE
January,New York 1,TVs,New York,35,0.55047337,Low,34200,Door Buster,1000,0.1,900,38,500,15200,65.51124003,7.739432667,FALSE
January,Chicago 3,TVs,Chicago,36,0.49,High,17100,Buy More & Save,1000,0.1,900,19,500,7600,62.75562001,7.182309634,FALSE
January,Chicago 2,TVs,Chicago,62,0.389388896,High,11700,Paper Circular,1000,0.1,900,13,500,5200,61.88542422,6.877291573,FALSE
January,Chicago 1,TVs,Chicago,46,0.45954682,High,25200,Bundled,1000,0.1,900,28,500,11200,64.06091371,7.493979528,FALSE
January,Boston 2,TVs,Boston,40,0.463204774,High,26100,Bundled,1000,0.1,900,29,500,11600,64.20594634,7.52218448,FALSE
January,Boston 1,TVs,Boston,45,0.500031364,Low,32400,Paper Circular,1000,0.1,900,36,500,14400,65.22117476,7.695975671,FALSE
January,New York 4,Video Games,New York,33,0.419708334,Low,1170,Paper Circular,50,0.1,45,26,25,520,60.18854242,5.026568918,FALSE
January,New York 3,Video Games,New York,51,0.586681454,High,0,Bundled,50,0.1,45,0,25,0,60,0,FALSE
January,New York 2,Video Games,New York,53,0.45954682,High,675,Buy More & Save,50,0.1,45,15,25,300,60.10877447,4.584464425,FALSE
January,New York 1,Video Games,New York,16,0.506267227,High,2475,Paper Circular,50,0.1,45,55,25,1100,60.39883974,5.628774344,FALSE
