"Order.External_Id__c","PricebookEntry.External_Id__c","Product.Name","Quantity","UnitPrice","External_Id__c","LastProcessedDate","analyticsdemo_batch_id__c"
"MFG_Order.3622","MFG_Custom.138","Hammer H500",8,3192,"MFG_OrderItem.912","2019-10-24","20191024191458752523"
"MFG_Order.3659","MFG_Custom.138","Hammer H500",7,3192,"MFG_OrderItem.913","2019-10-24","20191024191458752523"
"MFG_Order.3660","MFG_Custom.138","Hammer H500",8,3192,"MFG_OrderItem.914","2019-10-24","20191024191458752523"
"MFG_Order.3661","MFG_Custom.138","Hammer H500",7,3192,"MFG_OrderItem.915","2019-10-24","20191024191458752523"
"MFG_Order.3662","MFG_Custom.138","Hammer H500",8,3192,"MFG_OrderItem.916","2019-10-24","20191024191458752523"
"MFG_Order.3663","MFG_Custom.138","Hammer H500",8,3192,"MFG_OrderItem.917","2019-10-24","20191024191458752523"
"MFG_Order.3664","MFG_Custom.138","Hammer H500",8,3192,"MFG_OrderItem.918","2019-10-24","20191024191458752523"
"MFG_Order.3665","MFG_Custom.138","Hammer H500",8,3192,"MFG_OrderItem.919","2019-10-24","20191024191458752523"
"MFG_Order.2391","MFG_Custom.2","Backhoe Attachment R1",1,15405,"MFG_OrderItem.920","2019-10-24","20191024191458752523"
"MFG_Order.2329","MFG_Custom.10","Compactor 9500",9,12350,"MFG_OrderItem.921","2019-10-24","20191024191458752523"
"MFG_Order.2330","MFG_Custom.10","Compactor 9500",9,12350,"MFG_OrderItem.922","2019-10-24","20191024191458752523"
"MFG_Order.2373","MFG_Custom.10","Compactor 9500",8,12350,"MFG_OrderItem.923","2019-10-24","20191024191458752523"
"MFG_Order.2374","MFG_Custom.10","Compactor 9500",8,12350,"MFG_OrderItem.924","2019-10-24","20191024191458752523"
"MFG_Order.2375","MFG_Custom.10","Compactor 9500",9,12350,"MFG_OrderItem.925","2019-10-24","20191024191458752523"
"MFG_Order.2376","MFG_Custom.10","Compactor 9500",8,12350,"MFG_OrderItem.926","2019-10-24","20191024191458752523"
"MFG_Order.2377","MFG_Custom.10","Compactor 9500",9,12350,"MFG_OrderItem.927","2019-10-24","20191024191458752523"
"MFG_Order.2378","MFG_Custom.10","Compactor 9500",9,12350,"MFG_OrderItem.928","2019-10-24","20191024191458752523"
"MFG_Order.2379","MFG_Custom.10","Compactor 9500",9,12350,"MFG_OrderItem.929","2019-10-24","20191024191458752523"
"MFG_Order.2380","MFG_Custom.10","Compactor 9500",9,12350,"MFG_OrderItem.930","2019-10-24","20191024191458752523"
"MFG_Order.2381","MFG_Custom.10","Compactor 9500",8,12350,"MFG_OrderItem.931","2019-10-24","20191024191458752523"
"MFG_Order.2382","MFG_Custom.10","Compactor 9500",8,12350,"MFG_OrderItem.932","2019-10-24","20191024191458752523"
"MFG_Order.2383","MFG_Custom.10","Compactor 9500",8,12350,"MFG_OrderItem.933","2019-10-24","20191024191458752523"
"MFG_Order.2384","MFG_Custom.10","Compactor 9500",8,12350,"MFG_OrderItem.934","2019-10-24","20191024191458752523"
"MFG_Order.2304","MFG_Custom.9","Pulverizer P20",8,4322,"MFG_OrderItem.935","2019-10-24","20191024191458752523"
"MFG_Order.2305","MFG_Custom.9","Pulverizer P20",8,4322,"MFG_OrderItem.936","2019-10-24","20191024191458752523"
"MFG_Order.2306","MFG_Custom.9","Pulverizer P20",7,4322,"MFG_OrderItem.937","2019-10-24","20191024191458752523"
"MFG_Order.2307","MFG_Custom.9","Pulverizer P20",7,4322,"MFG_OrderItem.938","2019-10-24","20191024191458752523"
"MFG_Order.2308","MFG_Custom.9","Pulverizer P20",8,4322,"MFG_OrderItem.939","2019-10-24","20191024191458752523"
"MFG_Order.2309","MFG_Custom.9","Pulverizer P20",8,4322,"MFG_OrderItem.940","2019-10-24","20191024191458752523"
"MFG_Order.2310","MFG_Custom.9","Pulverizer P20",8,4322,"MFG_OrderItem.941","2019-10-24","20191024191458752523"
"MFG_Order.772","MFG_Custom.12","Ripper 27",35,800,"MFG_OrderItem.942","2019-10-24","20191024191458752523"
"MFG_Order.773","MFG_Custom.12","Ripper 27",41,800,"MFG_OrderItem.943","2019-10-24","20191024191458752523"
"MFG_Order.774","MFG_Custom.12","Ripper 27",36,800,"MFG_OrderItem.944","2019-10-24","20191024191458752523"
"MFG_Order.775","MFG_Custom.12","Ripper 27",43,800,"MFG_OrderItem.945","2019-10-24","20191024191458752523"
"MFG_Order.776","MFG_Custom.12","Ripper 27",41,800,"MFG_OrderItem.946","2019-10-24","20191024191458752523"
"MFG_Order.777","MFG_Custom.12","Ripper 27",38,800,"MFG_OrderItem.947","2019-10-24","20191024191458752523"
"MFG_Order.778","MFG_Custom.12","Ripper 27",35,800,"MFG_OrderItem.948","2019-10-24","20191024191458752523"
"MFG_Order.807","MFG_Custom.12","Ripper 27",38,800,"MFG_OrderItem.949","2019-10-24","20191024191458752523"
"MFG_Order.808","MFG_Custom.12","Ripper 27",39,800,"MFG_OrderItem.950","2019-10-24","20191024191458752523"
"MFG_Order.809","MFG_Custom.12","Ripper 27",35,800,"MFG_OrderItem.951","2019-10-24","20191024191458752523"
"MFG_Order.810","MFG_Custom.12","Ripper 27",39,800,"MFG_OrderItem.952","2019-10-24","20191024191458752523"
"MFG_Order.811","MFG_Custom.12","Ripper 27",41,800,"MFG_OrderItem.953","2019-10-24","20191024191458752523"
"MFG_Order.812","MFG_Custom.12","Ripper 27",35,800,"MFG_OrderItem.954","2019-10-24","20191024191458752523"
"MFG_Order.813","MFG_Custom.12","Ripper 27",35,800,"MFG_OrderItem.955","2019-10-24","20191024191458752523"
"MFG_Order.814","MFG_Custom.12","Ripper 27",40,800,"MFG_OrderItem.956","2019-10-24","20191024191458752523"
"MFG_Order.815","MFG_Custom.12","Ripper 27",40,800,"MFG_OrderItem.957","2019-10-24","20191024191458752523"
"MFG_Order.816","MFG_Custom.12","Ripper 27",35,800,"MFG_OrderItem.958","2019-10-24","20191024191458752523"
"MFG_Order.817","MFG_Custom.12","Ripper 27",37,800,"MFG_OrderItem.959","2019-10-24","20191024191458752523"
"MFG_Order.1212","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.960","2019-10-24","20191024191458752523"
"MFG_Order.1213","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.961","2019-10-24","20191024191458752523"
"MFG_Order.1214","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.962","2019-10-24","20191024191458752523"
"MFG_Order.1215","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.963","2019-10-24","20191024191458752523"
"MFG_Order.1303","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.964","2019-10-24","20191024191458752523"
"MFG_Order.1304","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.965","2019-10-24","20191024191458752523"
"MFG_Order.1305","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.966","2019-10-24","20191024191458752523"
"MFG_Order.1306","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.967","2019-10-24","20191024191458752523"
"MFG_Order.1491","MFG_Custom.154","Hammer H700",8,4025,"MFG_OrderItem.968","2019-10-24","20191024191458752523"
"MFG_Order.1492","MFG_Custom.154","Hammer H700",9,4025,"MFG_OrderItem.969","2019-10-24","20191024191458752523"
"MFG_Order.1493","MFG_Custom.154","Hammer H700",8,4025,"MFG_OrderItem.970","2019-10-24","20191024191458752523"
"MFG_Order.1494","MFG_Custom.154","Hammer H700",8,4025,"MFG_OrderItem.971","2019-10-24","20191024191458752523"
"MFG_Order.1495","MFG_Custom.154","Hammer H700",9,4025,"MFG_OrderItem.972","2019-10-24","20191024191458752523"
"MFG_Order.1496","MFG_Custom.154","Hammer H700",8,4025,"MFG_OrderItem.973","2019-10-24","20191024191458752523"
"MFG_Order.1497","MFG_Custom.154","Hammer H700",9,4025,"MFG_OrderItem.974","2019-10-24","20191024191458752523"
"MFG_Order.1498","MFG_Custom.154","Hammer H700",8,4025,"MFG_OrderItem.975","2019-10-24","20191024191458752523"
"MFG_Order.1499","MFG_Custom.154","Hammer H700",9,4025,"MFG_OrderItem.976","2019-10-24","20191024191458752523"
"MFG_Order.1500","MFG_Custom.154","Hammer H700",9,4025,"MFG_OrderItem.977","2019-10-24","20191024191458752523"
"MFG_Order.1501","MFG_Custom.154","Hammer H700",8,4025,"MFG_OrderItem.978","2019-10-24","20191024191458752523"
"MFG_Order.1502","MFG_Custom.154","Hammer H700",8,4025,"MFG_OrderItem.979","2019-10-24","20191024191458752523"
"MFG_Order.1503","MFG_Custom.154","Hammer H700",9,4025,"MFG_OrderItem.980","2019-10-24","20191024191458752523"
"MFG_Order.1546","MFG_Custom.154","Hammer H700",8,4025,"MFG_OrderItem.981","2019-10-24","20191024191458752523"
"MFG_Order.1547","MFG_Custom.154","Hammer H700",8,4025,"MFG_OrderItem.982","2019-10-24","20191024191458752523"
"MFG_Order.1548","MFG_Custom.154","Hammer H700",8,4025,"MFG_OrderItem.983","2019-10-24","20191024191458752523"
"MFG_Order.1549","MFG_Custom.154","Hammer H700",9,4025,"MFG_OrderItem.984","2019-10-24","20191024191458752523"
"MFG_Order.1550","MFG_Custom.154","Hammer H700",9,4025,"MFG_OrderItem.985","2019-10-24","20191024191458752523"
"MFG_Order.1247","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.986","2019-10-24","20191024191458752523"
"MFG_Order.1248","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.987","2019-10-24","20191024191458752523"
"MFG_Order.1249","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.988","2019-10-24","20191024191458752523"
"MFG_Order.1250","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.989","2019-10-24","20191024191458752523"
"MFG_Order.1251","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.990","2019-10-24","20191024191458752523"
"MFG_Order.1294","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.991","2019-10-24","20191024191458752523"
"MFG_Order.1625","MFG_Custom.11","Ripper 37",5,1600,"MFG_OrderItem.992","2019-10-24","20191024191458752523"
"MFG_Order.1626","MFG_Custom.11","Ripper 37",5,1600,"MFG_OrderItem.993","2019-10-24","20191024191458752523"
"MFG_Order.1627","MFG_Custom.11","Ripper 37",5,1600,"MFG_OrderItem.994","2019-10-24","20191024191458752523"
"MFG_Order.1628","MFG_Custom.11","Ripper 37",5,1600,"MFG_OrderItem.995","2019-10-24","20191024191458752523"
"MFG_Order.4023","MFG_Custom.9","Pulverizer P20",9,3562,"MFG_OrderItem.996","2019-10-24","20191024191458752523"
"MFG_Order.4024","MFG_Custom.9","Pulverizer P20",10,3562,"MFG_OrderItem.997","2019-10-24","20191024191458752523"
"MFG_Order.4025","MFG_Custom.9","Pulverizer P20",10,3562,"MFG_OrderItem.998","2019-10-24","20191024191458752523"
"MFG_Order.4026","MFG_Custom.9","Pulverizer P20",9,3562,"MFG_OrderItem.999","2019-10-24","20191024191458752523"
"MFG_Order.4027","MFG_Custom.9","Pulverizer P20",10,3562,"MFG_OrderItem.1000","2019-10-24","20191024191458752523"
"MFG_Order.4028","MFG_Custom.9","Pulverizer P20",10,3562,"MFG_OrderItem.1001","2019-10-24","20191024191458752523"
"MFG_Order.4029","MFG_Custom.9","Pulverizer P20",9,3562,"MFG_OrderItem.1002","2019-10-24","20191024191458752523"
"MFG_Order.4030","MFG_Custom.9","Pulverizer P20",10,3562,"MFG_OrderItem.1003","2019-10-24","20191024191458752523"
"MFG_Order.4031","MFG_Custom.9","Pulverizer P20",10,3562,"MFG_OrderItem.1004","2019-10-24","20191024191458752523"
"MFG_Order.4071","MFG_Custom.9","Pulverizer P20",9,3562,"MFG_OrderItem.1005","2019-10-24","20191024191458752523"
"MFG_Order.4072","MFG_Custom.9","Pulverizer P20",9,3562,"MFG_OrderItem.1006","2019-10-24","20191024191458752523"
"MFG_Order.4073","MFG_Custom.9","Pulverizer P20",9,3562,"MFG_OrderItem.1007","2019-10-24","20191024191458752523"
"MFG_Order.2429","MFG_Custom.12","Ripper 27",33,920,"MFG_OrderItem.1008","2019-10-24","20191024191458752523"
"MFG_Order.2472","MFG_Custom.12","Ripper 27",32,920,"MFG_OrderItem.1009","2019-10-24","20191024191458752523"
"MFG_Order.2473","MFG_Custom.12","Ripper 27",30,920,"MFG_OrderItem.1010","2019-10-24","20191024191458752523"
"MFG_Order.2474","MFG_Custom.12","Ripper 27",33,920,"MFG_OrderItem.1011","2019-10-24","20191024191458752523"
"MFG_Order.2475","MFG_Custom.12","Ripper 27",31,920,"MFG_OrderItem.1012","2019-10-24","20191024191458752523"
"MFG_Order.2476","MFG_Custom.12","Ripper 27",32,920,"MFG_OrderItem.1013","2019-10-24","20191024191458752523"
"MFG_Order.2477","MFG_Custom.12","Ripper 27",34,920,"MFG_OrderItem.1014","2019-10-24","20191024191458752523"
"MFG_Order.2478","MFG_Custom.12","Ripper 27",35,920,"MFG_OrderItem.1015","2019-10-24","20191024191458752523"
"MFG_Order.2479","MFG_Custom.12","Ripper 27",30,920,"MFG_OrderItem.1016","2019-10-24","20191024191458752523"
"MFG_Order.2480","MFG_Custom.12","Ripper 27",37,920,"MFG_OrderItem.1017","2019-10-24","20191024191458752523"
"MFG_Order.2481","MFG_Custom.12","Ripper 27",37,920,"MFG_OrderItem.1018","2019-10-24","20191024191458752523"
"MFG_Order.2482","MFG_Custom.12","Ripper 27",35,920,"MFG_OrderItem.1019","2019-10-24","20191024191458752523"
"MFG_Order.2483","MFG_Custom.12","Ripper 27",35,920,"MFG_OrderItem.1020","2019-10-24","20191024191458752523"
"MFG_Order.2385","MFG_Custom.10","Compactor 9500",8,12350,"MFG_OrderItem.1021","2019-10-24","20191024191458752523"
"MFG_Order.2386","MFG_Custom.10","Compactor 9500",9,12350,"MFG_OrderItem.1022","2019-10-24","20191024191458752523"
"MFG_Order.2430","MFG_Custom.10","Compactor 9500",8,12350,"MFG_OrderItem.1023","2019-10-24","20191024191458752523"
"MFG_Order.2431","MFG_Custom.10","Compactor 9500",8,12350,"MFG_OrderItem.1024","2019-10-24","20191024191458752523"
"MFG_Order.726","MFG_Custom.6","Trencher T48",31,4736,"MFG_OrderItem.1025","2019-10-24","20191024191458752523"
"MFG_Order.727","MFG_Custom.6","Trencher T48",27,4736,"MFG_OrderItem.1026","2019-10-24","20191024191458752523"
"MFG_Order.728","MFG_Custom.6","Trencher T48",27,4736,"MFG_OrderItem.1027","2019-10-24","20191024191458752523"
"MFG_Order.729","MFG_Custom.6","Trencher T48",29,4736,"MFG_OrderItem.1028","2019-10-24","20191024191458752523"
"MFG_Order.730","MFG_Custom.6","Trencher T48",28,4736,"MFG_OrderItem.1029","2019-10-24","20191024191458752523"
"MFG_Order.731","MFG_Custom.6","Trencher T48",27,4736,"MFG_OrderItem.1030","2019-10-24","20191024191458752523"
"MFG_Order.1111","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1031","2019-10-24","20191024191458752523"
"MFG_Order.1126","MFG_Custom.139","Pickup Broom PB100",8,6486,"MFG_OrderItem.1032","2019-10-24","20191024191458752523"
"MFG_Order.1127","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1033","2019-10-24","20191024191458752523"
"MFG_Order.1128","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1034","2019-10-24","20191024191458752523"
"MFG_Order.1129","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1035","2019-10-24","20191024191458752523"
"MFG_Order.1130","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1036","2019-10-24","20191024191458752523"
"MFG_Order.1131","MFG_Custom.139","Pickup Broom PB100",8,6486,"MFG_OrderItem.1037","2019-10-24","20191024191458752523"
"MFG_Order.1132","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1038","2019-10-24","20191024191458752523"
"MFG_Order.1133","MFG_Custom.139","Pickup Broom PB100",8,6486,"MFG_OrderItem.1039","2019-10-24","20191024191458752523"
"MFG_Order.1134","MFG_Custom.139","Pickup Broom PB100",8,6486,"MFG_OrderItem.1040","2019-10-24","20191024191458752523"
"MFG_Order.1135","MFG_Custom.139","Pickup Broom PB100",8,6486,"MFG_OrderItem.1041","2019-10-24","20191024191458752523"
"MFG_Order.1136","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1042","2019-10-24","20191024191458752523"
"MFG_Order.1137","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1043","2019-10-24","20191024191458752523"
"MFG_Order.1138","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1044","2019-10-24","20191024191458752523"
"MFG_Order.1139","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1045","2019-10-24","20191024191458752523"
"MFG_Order.625","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1046","2019-10-24","20191024191458752523"
"MFG_Order.626","MFG_Custom.139","Pickup Broom PB100",8,6486,"MFG_OrderItem.1047","2019-10-24","20191024191458752523"
"MFG_Order.627","MFG_Custom.139","Pickup Broom PB100",7,6486,"MFG_OrderItem.1048","2019-10-24","20191024191458752523"
"MFG_Order.732","MFG_Custom.6","Trencher T48",26,4736,"MFG_OrderItem.1049","2019-10-24","20191024191458752523"
"MFG_Order.1216","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1050","2019-10-24","20191024191458752523"
"MFG_Order.1217","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1051","2019-10-24","20191024191458752523"
"MFG_Order.1218","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1052","2019-10-24","20191024191458752523"
"MFG_Order.1219","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1053","2019-10-24","20191024191458752523"
"MFG_Order.1220","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1054","2019-10-24","20191024191458752523"
"MFG_Order.1161","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1055","2019-10-24","20191024191458752523"
"MFG_Order.1162","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1056","2019-10-24","20191024191458752523"
"MFG_Order.1163","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1057","2019-10-24","20191024191458752523"
"MFG_Order.1164","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1058","2019-10-24","20191024191458752523"
"MFG_Order.1165","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1059","2019-10-24","20191024191458752523"
"MFG_Order.1166","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1060","2019-10-24","20191024191458752523"
"MFG_Order.1167","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1061","2019-10-24","20191024191458752523"
"MFG_Order.1210","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1062","2019-10-24","20191024191458752523"
"MFG_Order.1211","MFG_Custom.10","Compactor 9500",3,11570,"MFG_OrderItem.1063","2019-10-24","20191024191458752523"
"MFG_Order.522","MFG_Custom.13","Ripper 34",31,1053,"MFG_OrderItem.1064","2019-10-24","20191024191458752523"
"MFG_Order.537","MFG_Custom.13","Ripper 34",35,1053,"MFG_OrderItem.1065","2019-10-24","20191024191458752523"
"MFG_Order.538","MFG_Custom.13","Ripper 34",30,1053,"MFG_OrderItem.1066","2019-10-24","20191024191458752523"
"MFG_Order.539","MFG_Custom.13","Ripper 34",36,1053,"MFG_OrderItem.1067","2019-10-24","20191024191458752523"
"MFG_Order.540","MFG_Custom.13","Ripper 34",35,1053,"MFG_OrderItem.1068","2019-10-24","20191024191458752523"
"MFG_Order.541","MFG_Custom.13","Ripper 34",35,1053,"MFG_OrderItem.1069","2019-10-24","20191024191458752523"
"MFG_Order.542","MFG_Custom.13","Ripper 34",33,1053,"MFG_OrderItem.1070","2019-10-24","20191024191458752523"
"MFG_Order.543","MFG_Custom.13","Ripper 34",36,1053,"MFG_OrderItem.1071","2019-10-24","20191024191458752523"
"MFG_Order.544","MFG_Custom.13","Ripper 34",34,1053,"MFG_OrderItem.1072","2019-10-24","20191024191458752523"
"MFG_Order.545","MFG_Custom.13","Ripper 34",35,1053,"MFG_OrderItem.1073","2019-10-24","20191024191458752523"
"MFG_Order.546","MFG_Custom.13","Ripper 34",32,1053,"MFG_OrderItem.1074","2019-10-24","20191024191458752523"
"MFG_Order.547","MFG_Custom.13","Ripper 34",34,1053,"MFG_OrderItem.1075","2019-10-24","20191024191458752523"
"MFG_Order.548","MFG_Custom.13","Ripper 34",33,1053,"MFG_OrderItem.1076","2019-10-24","20191024191458752523"
"MFG_Order.549","MFG_Custom.13","Ripper 34",32,1053,"MFG_OrderItem.1077","2019-10-24","20191024191458752523"
"MFG_Order.1295","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.1078","2019-10-24","20191024191458752523"
"MFG_Order.1296","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.1079","2019-10-24","20191024191458752523"
"MFG_Order.1297","MFG_Custom.138","Hammer H500",3,3486,"MFG_OrderItem.1080","2019-10-24","20191024191458752523"
"MFG_Order.464","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1081","2019-10-24","20191024191458752523"
"MFG_Order.465","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1082","2019-10-24","20191024191458752523"
"MFG_Order.466","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1083","2019-10-24","20191024191458752523"
"MFG_Order.467","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1084","2019-10-24","20191024191458752523"
"MFG_Order.482","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1085","2019-10-24","20191024191458752523"
"MFG_Order.483","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1086","2019-10-24","20191024191458752523"
"MFG_Order.484","MFG_Custom.11","Ripper 37",6,1440,"MFG_OrderItem.1087","2019-10-24","20191024191458752523"
"MFG_Order.485","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1088","2019-10-24","20191024191458752523"
"MFG_Order.486","MFG_Custom.11","Ripper 37",6,1440,"MFG_OrderItem.1089","2019-10-24","20191024191458752523"
"MFG_Order.487","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1090","2019-10-24","20191024191458752523"
"MFG_Order.488","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1091","2019-10-24","20191024191458752523"
"MFG_Order.489","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1092","2019-10-24","20191024191458752523"
"MFG_Order.490","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1093","2019-10-24","20191024191458752523"
"MFG_Order.491","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1094","2019-10-24","20191024191458752523"
"MFG_Order.492","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1095","2019-10-24","20191024191458752523"
"MFG_Order.493","MFG_Custom.11","Ripper 37",6,1440,"MFG_OrderItem.1096","2019-10-24","20191024191458752523"
"MFG_Order.494","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1097","2019-10-24","20191024191458752523"
"MFG_Order.495","MFG_Custom.11","Ripper 37",5,1440,"MFG_OrderItem.1098","2019-10-24","20191024191458752523"
"MFG_Order.3865","MFG_Custom.7","Trencher T60",2,7200,"MFG_OrderItem.1099","2019-10-24","20191024191458752523"
"MFG_Order.3866","MFG_Custom.7","Trencher T60",2,7200,"MFG_OrderItem.1100","2019-10-24","20191024191458752523"
"MFG_Order.3867","MFG_Custom.7","Trencher T60",2,7200,"MFG_OrderItem.1101","2019-10-24","20191024191458752523"
"MFG_Order.3868","MFG_Custom.7","Trencher T60",2,7200,"MFG_OrderItem.1102","2019-10-24","20191024191458752523"
"MFG_Order.3869","MFG_Custom.7","Trencher T60",2,7200,"MFG_OrderItem.1103","2019-10-24","20191024191458752523"
"MFG_Order.3870","MFG_Custom.7","Trencher T60",2,7200,"MFG_OrderItem.1104","2019-10-24","20191024191458752523"
"MFG_Order.3871","MFG_Custom.7","Trencher T60",2,7200,"MFG_OrderItem.1105","2019-10-24","20191024191458752523"
"MFG_Order.3872","MFG_Custom.7","Trencher T60",2,7200,"MFG_OrderItem.1106","2019-10-24","20191024191458752523"
"MFG_Order.2484","MFG_Custom.12","Ripper 27",34,920,"MFG_OrderItem.1107","2019-10-24","20191024191458752523"
"MFG_Order.2485","MFG_Custom.12","Ripper 27",34,920,"MFG_OrderItem.1108","2019-10-24","20191024191458752523"
"MFG_Order.2738","MFG_Custom.8","Pulverizer P10",7,3375,"MFG_OrderItem.1109","2019-10-24","20191024191458752523"
"MFG_Order.2739","MFG_Custom.8","Pulverizer P10",8,3375,"MFG_OrderItem.1110","2019-10-24","20191024191458752523"
"MFG_Order.2740","MFG_Custom.8","Pulverizer P10",8,3375,"MFG_OrderItem.1111","2019-10-24","20191024191458752523"
"MFG_Order.2741","MFG_Custom.8","Pulverizer P10",8,3375,"MFG_OrderItem.1112","2019-10-24","20191024191458752523"
"MFG_Order.2742","MFG_Custom.8","Pulverizer P10",7,3375,"MFG_OrderItem.1113","2019-10-24","20191024191458752523"
"MFG_Order.2743","MFG_Custom.8","Pulverizer P10",7,3375,"MFG_OrderItem.1114","2019-10-24","20191024191458752523"
"MFG_Order.2744","MFG_Custom.8","Pulverizer P10",8,3375,"MFG_OrderItem.1115","2019-10-24","20191024191458752523"
"MFG_Order.2745","MFG_Custom.8","Pulverizer P10",7,3375,"MFG_OrderItem.1116","2019-10-24","20191024191458752523"
"MFG_Order.2746","MFG_Custom.8","Pulverizer P10",8,3375,"MFG_OrderItem.1117","2019-10-24","20191024191458752523"
"MFG_Order.2747","MFG_Custom.8","Pulverizer P10",8,3375,"MFG_OrderItem.1118","2019-10-24","20191024191458752523"
"MFG_Order.2748","MFG_Custom.8","Pulverizer P10",8,3375,"MFG_OrderItem.1119","2019-10-24","20191024191458752523"
"MFG_Order.2749","MFG_Custom.8","Pulverizer P10",7,3375,"MFG_OrderItem.1120","2019-10-24","20191024191458752523"
"MFG_Order.2750","MFG_Custom.8","Pulverizer P10",7,3375,"MFG_OrderItem.1121","2019-10-24","20191024191458752523"
"MFG_Order.2751","MFG_Custom.8","Pulverizer P10",7,3375,"MFG_OrderItem.1122","2019-10-24","20191024191458752523"
"MFG_Order.2794","MFG_Custom.8","Pulverizer P10",8,3375,"MFG_OrderItem.1123","2019-10-24","20191024191458752523"
"MFG_Order.2795","MFG_Custom.8","Pulverizer P10",7,3375,"MFG_OrderItem.1124","2019-10-24","20191024191458752523"
"MFG_Order.2796","MFG_Custom.8","Pulverizer P10",8,3375,"MFG_OrderItem.1125","2019-10-24","20191024191458752523"
"MFG_Order.2797","MFG_Custom.8","Pulverizer P10",7,3375,"MFG_OrderItem.1126","2019-10-24","20191024191458752523"
"MFG_Order.2426","MFG_Custom.12","Ripper 27",33,920,"MFG_OrderItem.1127","2019-10-24","20191024191458752523"
"MFG_Order.2427","MFG_Custom.12","Ripper 27",30,920,"MFG_OrderItem.1128","2019-10-24","20191024191458752523"
"MFG_Order.2428","MFG_Custom.12","Ripper 27",36,920,"MFG_OrderItem.1129","2019-10-24","20191024191458752523"
"MFG_Order.800","MFG_Custom.3","Backhoe Attachment R2",3,14760,"MFG_OrderItem.1130","2019-10-24","20191024191458752523"
"MFG_Order.801","MFG_Custom.3","Backhoe Attachment R2",3,14760,"MFG_OrderItem.1131","2019-10-24","20191024191458752523"
