"DiscountPercentage","InitialPlannedQuantity","Name","PricebookEntry.External_Id__c","SalesAgreement.External_Id__c","SalesPrice","External_Id__c","LastProcessedDate","analyticsdemo_batch_id__c"
16,450,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.102",760,"MFG_SalesAgreementProduct.186","2019-10-24","20191024191458752523"
9,18,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.97",7209,"MFG_SalesAgreementProduct.187","2019-10-24","20191024191458752523"
3,72,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.38",7500,"MFG_SalesAgreementProduct.188","2019-10-24","20191024191458752523"
10,54,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.21",5313,"MFG_SalesAgreementProduct.189","2019-10-24","20191024191458752523"
13,180,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.57",7050,"MFG_SalesAgreementProduct.190","2019-10-24","20191024191458752523"
15,216,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.61",6318,"MFG_SalesAgreementProduct.191","2019-10-24","20191024191458752523"
8,84,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.31",5850,"MFG_SalesAgreementProduct.192","2019-10-24","20191024191458752523"
14,24,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.89",6300,"MFG_SalesAgreementProduct.193","2019-10-24","20191024191458752523"
10,24,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.89",6762,"MFG_SalesAgreementProduct.194","2019-10-24","20191024191458752523"
13,216,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.101",7350,"MFG_SalesAgreementProduct.195","2019-10-24","20191024191458752523"
6,36,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.56",6555,"MFG_SalesAgreementProduct.196","2019-10-24","20191024191458752523"
1,12,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.10",14760,"MFG_SalesAgreementProduct.197","2019-10-24","20191024191458752523"
3,72,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.20",4968,"MFG_SalesAgreementProduct.198","2019-10-24","20191024191458752523"
20,54,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.61",14040,"MFG_SalesAgreementProduct.199","2019-10-24","20191024191458752523"
18,72,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.65",3372,"MFG_SalesAgreementProduct.200","2019-10-24","20191024191458752523"
5,540,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.94",4140,"MFG_SalesAgreementProduct.201","2019-10-24","20191024191458752523"
17,456,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.30",1201,"MFG_SalesAgreementProduct.202","2019-10-24","20191024191458752523"
16,18,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.53",7857,"MFG_SalesAgreementProduct.203","2019-10-24","20191024191458752523"
6,108,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.82",6555,"MFG_SalesAgreementProduct.204","2019-10-24","20191024191458752523"
20,144,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.68",6399,"MFG_SalesAgreementProduct.205","2019-10-24","20191024191458752523"
20,252,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.91",3555,"MFG_SalesAgreementProduct.206","2019-10-24","20191024191458752523"
17,684,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.23",1188,"MFG_SalesAgreementProduct.207","2019-10-24","20191024191458752523"
9,156,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.55",720,"MFG_SalesAgreementProduct.208","2019-10-24","20191024191458752523"
15,1224,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.90",1323,"MFG_SalesAgreementProduct.209","2019-10-24","20191024191458752523"
19,60,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.89",5550,"MFG_SalesAgreementProduct.210","2019-10-24","20191024191458752523"
11,162,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.24",4600,"MFG_SalesAgreementProduct.211","2019-10-24","20191024191458752523"
2,360,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.32",632,"MFG_SalesAgreementProduct.212","2019-10-24","20191024191458752523"
11,684,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.44",830,"MFG_SalesAgreementProduct.213","2019-10-24","20191024191458752523"
16,108,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.58",5382,"MFG_SalesAgreementProduct.214","2019-10-24","20191024191458752523"
13,180,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.82",1980,"MFG_SalesAgreementProduct.215","2019-10-24","20191024191458752523"
9,18,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.18",7830,"MFG_SalesAgreementProduct.216","2019-10-24","20191024191458752523"
5,18,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.78",10400,"MFG_SalesAgreementProduct.217","2019-10-24","20191024191458752523"
10,54,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.95",5635,"MFG_SalesAgreementProduct.218","2019-10-24","20191024191458752523"
17,252,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.103",3555,"MFG_SalesAgreementProduct.219","2019-10-24","20191024191458752523"
11,48,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.78",3330,"MFG_SalesAgreementProduct.220","2019-10-24","20191024191458752523"
15,72,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.103",17015,"MFG_SalesAgreementProduct.221","2019-10-24","20191024191458752523"
12,408,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.86",700,"MFG_SalesAgreementProduct.222","2019-10-24","20191024191458752523"
20,24,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.79",4116,"MFG_SalesAgreementProduct.223","2019-10-24","20191024191458752523"
5,18,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.34",5520,"MFG_SalesAgreementProduct.224","2019-10-24","20191024191458752523"
8,54,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.97",4600,"MFG_SalesAgreementProduct.225","2019-10-24","20191024191458752523"
8,252,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.104",4620,"MFG_SalesAgreementProduct.226","2019-10-24","20191024191458752523"
3,36,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.48",14760,"MFG_SalesAgreementProduct.227","2019-10-24","20191024191458752523"
3,18,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.76",5106,"MFG_SalesAgreementProduct.228","2019-10-24","20191024191458752523"
20,96,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.17",4945,"MFG_SalesAgreementProduct.229","2019-10-24","20191024191458752523"
19,96,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.32",4928,"MFG_SalesAgreementProduct.230","2019-10-24","20191024191458752523"
18,288,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.82",3195,"MFG_SalesAgreementProduct.231","2019-10-24","20191024191458752523"
10,72,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.16",6400,"MFG_SalesAgreementProduct.232","2019-10-24","20191024191458752523"
12,36,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.77",6750,"MFG_SalesAgreementProduct.233","2019-10-24","20191024191458752523"
20,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.105",16965,"MFG_SalesAgreementProduct.234","2019-10-24","20191024191458752523"
8,2646,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.75",970,"MFG_SalesAgreementProduct.235","2019-10-24","20191024191458752523"
8,144,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.41",6150,"MFG_SalesAgreementProduct.236","2019-10-24","20191024191458752523"
15,432,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.81",3372,"MFG_SalesAgreementProduct.237","2019-10-24","20191024191458752523"
3,108,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.70",5520,"MFG_SalesAgreementProduct.238","2019-10-24","20191024191458752523"
13,180,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.37",4140,"MFG_SalesAgreementProduct.239","2019-10-24","20191024191458752523"
5,54,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.40",10790,"MFG_SalesAgreementProduct.240","2019-10-24","20191024191458752523"
5,180,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.40",4197,"MFG_SalesAgreementProduct.241","2019-10-24","20191024191458752523"
5,624,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.43",910,"MFG_SalesAgreementProduct.242","2019-10-24","20191024191458752523"
0,12,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.67",18450,"MFG_SalesAgreementProduct.243","2019-10-24","20191024191458752523"
2,378,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.83",3510,"MFG_SalesAgreementProduct.244","2019-10-24","20191024191458752523"
14,42,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.10",3600,"MFG_SalesAgreementProduct.245","2019-10-24","20191024191458752523"
16,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.51",17160,"MFG_SalesAgreementProduct.246","2019-10-24","20191024191458752523"
2,216,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.26",4050,"MFG_SalesAgreementProduct.247","2019-10-24","20191024191458752523"
19,30,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.76",7350,"MFG_SalesAgreementProduct.248","2019-10-24","20191024191458752523"
14,12,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.30",8100,"MFG_SalesAgreementProduct.249","2019-10-24","20191024191458752523"
11,324,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.100",4500,"MFG_SalesAgreementProduct.250","2019-10-24","20191024191458752523"
2,54,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.37",13000,"MFG_SalesAgreementProduct.251","2019-10-24","20191024191458752523"
14,378,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.101",1460,"MFG_SalesAgreementProduct.252","2019-10-24","20191024191458752523"
12,144,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.69",6561,"MFG_SalesAgreementProduct.253","2019-10-24","20191024191458752523"
13,162,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.61",3192,"MFG_SalesAgreementProduct.254","2019-10-24","20191024191458752523"
14,108,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.82",14555,"MFG_SalesAgreementProduct.255","2019-10-24","20191024191458752523"
19,108,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.26",12480,"MFG_SalesAgreementProduct.256","2019-10-24","20191024191458752523"
9,108,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.35",6750,"MFG_SalesAgreementProduct.257","2019-10-24","20191024191458752523"
12,216,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.103",4185,"MFG_SalesAgreementProduct.258","2019-10-24","20191024191458752523"
11,36,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.88",1580,"MFG_SalesAgreementProduct.259","2019-10-24","20191024191458752523"
12,432,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.105",3375,"MFG_SalesAgreementProduct.260","2019-10-24","20191024191458752523"
14,54,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.25",10270,"MFG_SalesAgreementProduct.261","2019-10-24","20191024191458752523"
3,18,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.36",7740,"MFG_SalesAgreementProduct.262","2019-10-24","20191024191458752523"
1,42,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.96",3825,"MFG_SalesAgreementProduct.263","2019-10-24","20191024191458752523"
2,108,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.33",3870,"MFG_SalesAgreementProduct.264","2019-10-24","20191024191458752523"
11,6,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.87",8460,"MFG_SalesAgreementProduct.265","2019-10-24","20191024191458752523"
6,252,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.12",5750,"MFG_SalesAgreementProduct.266","2019-10-24","20191024191458752523"
16,54,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.37",6141,"MFG_SalesAgreementProduct.267","2019-10-24","20191024191458752523"
3,324,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.60",6525,"MFG_SalesAgreementProduct.268","2019-10-24","20191024191458752523"
3,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.85",17745,"MFG_SalesAgreementProduct.269","2019-10-24","20191024191458752523"
18,108,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.69",12480,"MFG_SalesAgreementProduct.270","2019-10-24","20191024191458752523"
1,108,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.84",3864,"MFG_SalesAgreementProduct.271","2019-10-24","20191024191458752523"
7,216,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.61",6525,"MFG_SalesAgreementProduct.272","2019-10-24","20191024191458752523"
14,396,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.46",568,"MFG_SalesAgreementProduct.273","2019-10-24","20191024191458752523"
11,126,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.37",4560,"MFG_SalesAgreementProduct.274","2019-10-24","20191024191458752523"
5,432,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.74",4380,"MFG_SalesAgreementProduct.275","2019-10-24","20191024191458752523"
2,684,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.79",840,"MFG_SalesAgreementProduct.276","2019-10-24","20191024191458752523"
12,108,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.12",11050,"MFG_SalesAgreementProduct.277","2019-10-24","20191024191458752523"
5,216,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.21",3325,"MFG_SalesAgreementProduct.278","2019-10-24","20191024191458752523"
17,72,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.89",4365,"MFG_SalesAgreementProduct.279","2019-10-24","20191024191458752523"
9,36,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.97",5280,"MFG_SalesAgreementProduct.280","2019-10-24","20191024191458752523"
16,72,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.56",5820,"MFG_SalesAgreementProduct.281","2019-10-24","20191024191458752523"
17,48,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.9",4655,"MFG_SalesAgreementProduct.282","2019-10-24","20191024191458752523"
0,270,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.100",5325,"MFG_SalesAgreementProduct.283","2019-10-24","20191024191458752523"
8,108,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.31",4370,"MFG_SalesAgreementProduct.284","2019-10-24","20191024191458752523"
2,12,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.43",5577,"MFG_SalesAgreementProduct.285","2019-10-24","20191024191458752523"
19,660,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.45",860,"MFG_SalesAgreementProduct.286","2019-10-24","20191024191458752523"
12,36,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.50",3948,"MFG_SalesAgreementProduct.287","2019-10-24","20191024191458752523"
17,36,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.9",6000,"MFG_SalesAgreementProduct.288","2019-10-24","20191024191458752523"
3,18,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.8",11180,"MFG_SalesAgreementProduct.289","2019-10-24","20191024191458752523"
18,126,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.23",3690,"MFG_SalesAgreementProduct.290","2019-10-24","20191024191458752523"
18,324,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.75",5580,"MFG_SalesAgreementProduct.291","2019-10-24","20191024191458752523"
3,3348,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.94",770,"MFG_SalesAgreementProduct.292","2019-10-24","20191024191458752523"
17,432,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.61",3285,"MFG_SalesAgreementProduct.293","2019-10-24","20191024191458752523"
8,648,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.94",3372,"MFG_SalesAgreementProduct.294","2019-10-24","20191024191458752523"
16,432,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.101",4736,"MFG_SalesAgreementProduct.295","2019-10-24","20191024191458752523"
6,1080,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.49",800,"MFG_SalesAgreementProduct.296","2019-10-24","20191024191458752523"
16,144,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.33",4750,"MFG_SalesAgreementProduct.297","2019-10-24","20191024191458752523"
0,864,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.39",1000,"MFG_SalesAgreementProduct.298","2019-10-24","20191024191458752523"
2,90,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.102",1920,"MFG_SalesAgreementProduct.299","2019-10-24","20191024191458752523"
18,378,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.74",5568,"MFG_SalesAgreementProduct.300","2019-10-24","20191024191458752523"
0,378,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.73",5520,"MFG_SalesAgreementProduct.301","2019-10-24","20191024191458752523"
5,180,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.51",4197,"MFG_SalesAgreementProduct.302","2019-10-24","20191024191458752523"
6,540,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.73",3752,"MFG_SalesAgreementProduct.303","2019-10-24","20191024191458752523"
2,432,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.83",4380,"MFG_SalesAgreementProduct.304","2019-10-24","20191024191458752523"
20,162,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.51",4275,"MFG_SalesAgreementProduct.305","2019-10-24","20191024191458752523"
4,54,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.93",5117,"MFG_SalesAgreementProduct.306","2019-10-24","20191024191458752523"
13,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.91",17550,"MFG_SalesAgreementProduct.307","2019-10-24","20191024191458752523"
16,36,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.55",1720,"MFG_SalesAgreementProduct.308","2019-10-24","20191024191458752523"
10,54,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.62",7200,"MFG_SalesAgreementProduct.309","2019-10-24","20191024191458752523"
19,72,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.19",9230,"MFG_SalesAgreementProduct.310","2019-10-24","20191024191458752523"
5,108,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.12",7371,"MFG_SalesAgreementProduct.311","2019-10-24","20191024191458752523"
19,54,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.105",6570,"MFG_SalesAgreementProduct.312","2019-10-24","20191024191458752523"
0,378,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.100",3645,"MFG_SalesAgreementProduct.313","2019-10-24","20191024191458752523"
12,48,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.10",5290,"MFG_SalesAgreementProduct.314","2019-10-24","20191024191458752523"
9,54,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.75",7290,"MFG_SalesAgreementProduct.315","2019-10-24","20191024191458752523"
9,18,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.48",6930,"MFG_SalesAgreementProduct.316","2019-10-24","20191024191458752523"
16,3186,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.62",810,"MFG_SalesAgreementProduct.317","2019-10-24","20191024191458752523"
13,900,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.91",760,"MFG_SalesAgreementProduct.318","2019-10-24","20191024191458752523"
17,108,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.84",15170,"MFG_SalesAgreementProduct.319","2019-10-24","20191024191458752523"
9,24,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.64",6480,"MFG_SalesAgreementProduct.320","2019-10-24","20191024191458752523"
17,18,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.64",12350,"MFG_SalesAgreementProduct.321","2019-10-24","20191024191458752523"
7,12,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.29",5692,"MFG_SalesAgreementProduct.322","2019-10-24","20191024191458752523"
19,1350,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.73",760,"MFG_SalesAgreementProduct.323","2019-10-24","20191024191458752523"
20,1242,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.93",792,"MFG_SalesAgreementProduct.324","2019-10-24","20191024191458752523"
16,198,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.76",568,"MFG_SalesAgreementProduct.325","2019-10-24","20191024191458752523"
4,12,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.97",6480,"MFG_SalesAgreementProduct.326","2019-10-24","20191024191458752523"
7,1944,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.85",1255,"MFG_SalesAgreementProduct.327","2019-10-24","20191024191458752523"
18,228,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.67",1188,"MFG_SalesAgreementProduct.328","2019-10-24","20191024191458752523"
6,24,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.44",18040,"MFG_SalesAgreementProduct.329","2019-10-24","20191024191458752523"
5,162,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.63",7614,"MFG_SalesAgreementProduct.330","2019-10-24","20191024191458752523"
14,144,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.106",7500,"MFG_SalesAgreementProduct.331","2019-10-24","20191024191458752523"
20,270,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.94",1880,"MFG_SalesAgreementProduct.332","2019-10-24","20191024191458752523"
10,12,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.87",4074,"MFG_SalesAgreementProduct.333","2019-10-24","20191024191458752523"
2,24,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.52",4899,"MFG_SalesAgreementProduct.334","2019-10-24","20191024191458752523"
14,30,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.67",1920,"MFG_SalesAgreementProduct.335","2019-10-24","20191024191458752523"
18,444,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.46",1215,"MFG_SalesAgreementProduct.336","2019-10-24","20191024191458752523"
0,390,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.65",730,"MFG_SalesAgreementProduct.337","2019-10-24","20191024191458752523"
6,96,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.89",5056,"MFG_SalesAgreementProduct.338","2019-10-24","20191024191458752523"
14,2160,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.27",800,"MFG_SalesAgreementProduct.339","2019-10-24","20191024191458752523"
20,192,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.53",584,"MFG_SalesAgreementProduct.340","2019-10-24","20191024191458752523"
18,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.79",18720,"MFG_SalesAgreementProduct.341","2019-10-24","20191024191458752523"
7,144,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.34",4260,"MFG_SalesAgreementProduct.342","2019-10-24","20191024191458752523"
1,162,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.101",6486,"MFG_SalesAgreementProduct.343","2019-10-24","20191024191458752523"
9,2160,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.106",800,"MFG_SalesAgreementProduct.344","2019-10-24","20191024191458752523"
5,144,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.58",9620,"MFG_SalesAgreementProduct.345","2019-10-24","20191024191458752523"
7,612,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.98",940,"MFG_SalesAgreementProduct.346","2019-10-24","20191024191458752523"
19,1026,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.38",840,"MFG_SalesAgreementProduct.347","2019-10-24","20191024191458752523"
12,144,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.90",7200,"MFG_SalesAgreementProduct.348","2019-10-24","20191024191458752523"
4,18,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.65",6003,"MFG_SalesAgreementProduct.349","2019-10-24","20191024191458752523"
7,108,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.92",7209,"MFG_SalesAgreementProduct.350","2019-10-24","20191024191458752523"
2,252,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.82",5520,"MFG_SalesAgreementProduct.351","2019-10-24","20191024191458752523"
14,126,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.33",5550,"MFG_SalesAgreementProduct.352","2019-10-24","20191024191458752523"
13,12,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.65",6390,"MFG_SalesAgreementProduct.353","2019-10-24","20191024191458752523"
2,24,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.10",4968,"MFG_SalesAgreementProduct.354","2019-10-24","20191024191458752523"
17,432,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.74",4655,"MFG_SalesAgreementProduct.355","2019-10-24","20191024191458752523"
5,126,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.51",5312,"MFG_SalesAgreementProduct.356","2019-10-24","20191024191458752523"
18,2268,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.100",1093,"MFG_SalesAgreementProduct.357","2019-10-24","20191024191458752523"
20,24,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.7",6885,"MFG_SalesAgreementProduct.358","2019-10-24","20191024191458752523"
1,162,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.95",7128,"MFG_SalesAgreementProduct.359","2019-10-24","20191024191458752523"
5,864,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.39",958,"MFG_SalesAgreementProduct.360","2019-10-24","20191024191458752523"
8,1224,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.14",1323,"MFG_SalesAgreementProduct.361","2019-10-24","20191024191458752523"
0,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.7",19500,"MFG_SalesAgreementProduct.362","2019-10-24","20191024191458752523"
0,150,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.107",19500,"MFG_SalesAgreementProduct.363","2019-10-24","20191024191458752523"
0,250,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.107",20500,"MFG_SalesAgreementProduct.364","2019-10-24","20191024191458752523"
0,235,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.107",5750,"MFG_SalesAgreementProduct.365","2019-10-24","20191024191458752523"
0,980,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.107",8100,"MFG_SalesAgreementProduct.366","2019-10-24","20191024191458752523"
16,108,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.92",12220,"MFG_SalesAgreementProduct.367","2019-10-24","20191024191458752523"
14,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.40",19110,"MFG_SalesAgreementProduct.368","2019-10-24","20191024191458752523"
0,576,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.37",584,"MFG_SalesAgreementProduct.369","2019-10-24","20191024191458752523"
16,288,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.92",4800,"MFG_SalesAgreementProduct.370","2019-10-24","20191024191458752523"
9,108,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.47",4830,"MFG_SalesAgreementProduct.371","2019-10-24","20191024191458752523"
