BillingCountry,BillingPostalCode,BillingStreet,BillingCity,BillingState,Country,lon,lat,latlong,Address
Japan,701-1337,横尾一丁目３−３,岡山市北区,岡山県,JP,133.82951788,34.72654688,"34.72654688,133.82951788",岡山県岡山市北区横尾一丁目３−３
Japan,860-0851,国府四丁目２−８,熊本市中央区,熊本県,JP,130.72715187,32.78532139,"32.78532139,130.72715187",熊本県熊本市中央区国府四丁目２−８
Japan,177-0035,大泉町六丁目３−６,練馬区,東京都,JP,139.59438189,35.75617749,"35.75617749,139.59438189",東京都練馬区大泉町六丁目３−６
Japan,003-0005,南郷通十二丁目北一丁目３−６,札幌市白石区,北海道,JP,141.41945837,43.03749253,"43.03749253,141.41945837",北海道札幌市白石区南郷通十二丁目北一丁目３−６
Japan,465-0043,高社一丁目３−８,名古屋市名東区,愛知県,JP,136.99376471,35.16900361,"35.16900361,136.99376471",愛知県名古屋市名東区高社一丁目３−８
Japan,277-0857,豊四季台三丁目２−４,柏市,千葉県,JP,139.9596878,35.86322905,"35.86322905,139.9596878",千葉県柏市豊四季台三丁目２−４
Japan,323-0819,扶桑二丁目１−６,小山市,栃木県,JP,139.81758249,36.35704309,"36.35704309,139.81758249",栃木県小山市扶桑二丁目１−６
Japan,166-0011,上荻四丁目１−２,杉並区,東京都,JP,139.60436646,35.71106536,"35.71106536,139.60436646",東京都杉並区上荻四丁目１−２
Japan,920-0201,神田二丁目１−１,金沢市,石川県,JP,136.6329051,36.55899097,"36.55899097,136.6329051",石川県金沢市神田二丁目１−１
Japan,458-0808,鳴子町四丁目１−６,名古屋市緑区,愛知県,JP,136.96934614,35.09751079,"35.09751079,136.96934614",愛知県名古屋市緑区鳴子町四丁目１−６
Japan,173-0016,前野町六丁目３−１,板橋区,東京都,JP,139.68532051,35.76617078,"35.76617078,139.68532051",東京都板橋区前野町六丁目３−１
Japan,920-0056,泉野町三丁目２−４,金沢市,石川県,JP,136.64999893,36.54856795,"36.54856795,136.64999893",石川県金沢市泉野町三丁目２−４
Japan,700-0914,鹿田町一丁目１−８,岡山市北区,岡山県,JP,133.91933066,34.6547828,"34.6547828,133.91933066",岡山県岡山市北区鹿田町一丁目１−８
Japan,064-0804,南十四条西九丁目３−９,札幌市中央区,北海道,JP,141.34617524,43.04085411,"43.04085411,141.34617524",北海道札幌市中央区南十四条西九丁目３−９
Japan,003-0861,川下一条八丁目１−１,札幌市白石区,北海道,JP,141.4525431,43.04433841,"43.04433841,141.4525431",北海道札幌市白石区川下一条八丁目１−１
Japan,921-8022,戸水二丁目３−８,金沢市,石川県,JP,136.61819134,36.6027946,"36.6027946,136.61819134",石川県金沢市戸水二丁目３−８
Japan,565-0844,桃山台五丁目３−９,吹田市,大阪府,JP,135.49507661,34.78871768,"34.78871768,135.49507661",大阪府吹田市桃山台五丁目３−９
Japan,733-0851,高須四丁目３−８,広島市西区,広島県,JP,132.4160149,34.39530448,"34.39530448,132.4160149",広島県広島市西区高須四丁目３−８
Japan,157-0063,大蔵一丁目３−７,世田谷区,東京都,JP,139.61859921,35.63343737,"35.63343737,139.61859921",東京都世田谷区大蔵一丁目３−７
Japan,168-0071,阿佐谷北一丁目１−１,杉並区,東京都,JP,139.63717962,35.70744578,"35.70744578,139.63717962",東京都杉並区阿佐谷北一丁目１−１
Japan,441-8113,西幸町二丁目３−１,豊橋市,愛知県,JP,137.41350728,34.72888328,"34.72888328,137.41350728",愛知県豊橋市西幸町二丁目３−１
Japan,321-0344,竹林町一丁目３−７,宇都宮市,栃木県,JP,139.90355369,36.5786186,"36.5786186,139.90355369",栃木県宇都宮市竹林町一丁目３−７
Japan,447-0021,西浜町六丁目２−２,碧南市,愛知県,JP,136.97655112,34.86573428,"34.86573428,136.97655112",愛知県碧南市西浜町六丁目２−２
Japan,454-0982,西日置一丁目２−１,名古屋市中川区,愛知県,JP,136.89021354,35.15667755,"35.15667755,136.89021354",愛知県名古屋市中川区西日置一丁目２−１
Japan,602-8496,東立売町一丁目２−４,京都市上京区,京都府,JP,135.75802863,35.01910639,"35.01910639,135.75802863",京都府京都市上京区東立売町一丁目２−４
Japan,277-0874,若白毛一丁目２−６,柏市,千葉県,JP,140.02460933,35.83625641,"35.83625641,140.02460933",千葉県柏市若白毛一丁目２−６
Japan,150-0044,笹塚三丁目２−４,渋谷区,東京都,JP,139.66791058,35.6778787,"35.6778787,139.66791058",東京都渋谷区笹塚三丁目２−４
Japan,166-0001,永福二丁目２−２,杉並区,東京都,JP,139.64015559,35.67314212,"35.67314212,139.64015559",東京都杉並区永福二丁目２−２
Japan,145-0071,東六郷二丁目１−１,大田区,東京都,JP,139.71695606,35.54875464,"35.54875464,139.71695606",東京都大田区東六郷二丁目１−１
Japan,143-0011,東海四丁目３−９,大田区,東京都,JP,139.76491384,35.58945083,"35.58945083,139.76491384",東京都大田区東海四丁目３−９
Japan,180-0001,吉祥寺南町四丁目２−８,武蔵野市,東京都,JP,139.59041273,35.69945759,"35.69945759,139.59041273",東京都武蔵野市吉祥寺南町四丁目２−８
Japan,619-0222,州見台七丁目２−９,木津川市,京都府,JP,135.8186847,34.71447528,"34.71447528,135.8186847",京都府木津川市州見台七丁目２−９
Japan,243-0039,岡津古久二丁目３−２,厚木市,神奈川県,JP,139.31429553,35.42699068,"35.42699068,139.31429553",神奈川県厚木市岡津古久二丁目３−２
Japan,594-1144,あゆみ野四丁目３−２,和泉市,大阪府,JP,135.4484108,34.43523492,"34.43523492,135.4484108",大阪府和泉市あゆみ野四丁目３−２
Japan,224-0015,南山田一丁目１−１,横浜市都筑区,神奈川県,JP,139.58592376,35.5573702,"35.5573702,139.58592376",神奈川県横浜市都筑区南山田一丁目１−１
Japan,210-0848,大島三丁目３−９,川崎市川崎区,神奈川県,JP,139.71847522,35.51998173,"35.51998173,139.71847522",神奈川県川崎市川崎区大島三丁目３−９
Japan,064-0923,南四条西十三丁目１−２,札幌市中央区,北海道,JP,141.33775454,43.05347793,"43.05347793,141.33775454",北海道札幌市中央区南四条西十三丁目１−２
Japan,920-0941,朝日牧町二丁目３−６,金沢市,石川県,JP,136.75884884,36.61545632,"36.61545632,136.75884884",石川県金沢市朝日牧町二丁目３−６
Japan,210-0851,藤崎一丁目１−１,川崎市川崎区,神奈川県,JP,139.72157985,35.52960593,"35.52960593,139.72157985",神奈川県川崎市川崎区藤崎一丁目１−１
Japan,329-0414,小金井二丁目１−８,下野市,栃木県,JP,139.84390539,36.39206799,"36.39206799,139.84390539",栃木県下野市小金井二丁目１−８
Japan,320-0004,中今泉三丁目２−４,宇都宮市,栃木県,JP,139.90745081,36.56992071,"36.56992071,139.90745081",栃木県宇都宮市中今泉三丁目２−４
Japan,273-0023,三咲三丁目１−１,船橋市,千葉県,JP,140.03260521,35.75215375,"35.75215375,140.03260521",千葉県船橋市三咲三丁目１−１
Japan,135-0052,枝川二丁目３−８,江東区,東京都,JP,139.80691101,35.65801583,"35.65801583,139.80691101",東京都江東区枝川二丁目３−８
Japan,062-0005,美園一条六丁目２−９,札幌市豊平区,北海道,JP,141.39137383,43.04255589,"43.04255589,141.39137383",北海道札幌市豊平区美園一条六丁目２−９
Japan,815-0063,弥永五丁目２−９,福岡市南区,福岡県,JP,130.43555583,33.52442012,"33.52442012,130.43555583",福岡県福岡市南区弥永五丁目２−９
Japan,166-0013,西荻南三丁目３−３,杉並区,東京都,JP,139.60183084,35.70230274,"35.70230274,139.60183084",東京都杉並区西荻南三丁目３−３
Japan,145-0061,平和島三丁目２−１,大田区,東京都,JP,139.74808138,35.58285849,"35.58285849,139.74808138",東京都大田区平和島三丁目２−１
Japan,731-0136,伴西一丁目１−３,広島市安佐南区,広島県,JP,132.38840942,34.46880809,"34.46880809,132.38840942",広島県広島市安佐南区伴西一丁目１−３
Japan,160-0018,二十騎町二丁目１−２,新宿区,東京都,JP,139.73074191,35.69835039,"35.69835039,139.73074191",東京都新宿区二十騎町二丁目１−２
Japan,454-0865,掛入町二丁目２−６,名古屋市中川区,愛知県,JP,136.86222706,35.12710503,"35.12710503,136.86222706",愛知県名古屋市中川区掛入町二丁目２−６
Japan,064-0922,南三条東四丁目３−２,札幌市中央区,北海道,JP,141.3618731,43.05958104,"43.05958104,141.3618731",北海道札幌市中央区南三条東四丁目３−２
Japan,321-0952,泉が丘二丁目３−１,宇都宮市,栃木県,JP,139.91962467,36.56216337,"36.56216337,139.91962467",栃木県宇都宮市泉が丘二丁目３−１
Japan,320-0865,御幸本町一丁目１−６,宇都宮市,栃木県,JP,139.92597066,36.58070035,"36.58070035,139.92597066",栃木県宇都宮市御幸本町一丁目１−６
Japan,170-0011,北大塚一丁目３−８,豊島区,東京都,JP,139.7315224,35.73332526,"35.73332526,139.7315224",東京都豊島区北大塚一丁目３−８
Japan,343-0031,千間台東四丁目２−１,越谷市,埼玉県,JP,139.77858778,35.93104661,"35.93104661,139.77858778",埼玉県越谷市千間台東四丁目２−１
Japan,533-0031,上新庄二丁目１−６,大阪市東淀川区,大阪府,JP,135.52998633,34.74896876,"34.74896876,135.52998633",大阪府大阪市東淀川区上新庄二丁目１−６
Japan,156-0043,砧二丁目３−９,世田谷区,東京都,JP,139.6168837,35.64216192,"35.64216192,139.6168837",東京都世田谷区砧二丁目３−９
Japan,133-0041,東葛西七丁目２−４,江戸川区,東京都,JP,139.87800878,35.65836773,"35.65836773,139.87800878",東京都江戸川区東葛西七丁目２−４
Japan,343-0044,東柳田町一丁目３−６,越谷市,埼玉県,JP,139.78703709,35.8840254,"35.8840254,139.78703709",埼玉県越谷市東柳田町一丁目３−６
Japan,156-0056,羽根木一丁目２−３,世田谷区,東京都,JP,139.65882239,35.66603107,"35.66603107,139.65882239",東京都世田谷区羽根木一丁目２−３
Japan,143-0027,蒲田二丁目２−２,大田区,東京都,JP,139.72634244,35.56734503,"35.56734503,139.72634244",東京都大田区蒲田二丁目２−２
Japan,141-6030,東品川五丁目２−７,品川区,東京都,JP,139.75569664,35.6216621,"35.6216621,139.75569664",東京都品川区東品川五丁目２−７
Japan,733-0852,商工センター五丁目３−１,広島市西区,広島県,JP,132.38995888,34.36592628,"34.36592628,132.38995888",広島県広島市西区商工センター五丁目３−１
Japan,134-0088,鹿骨二丁目２−９,江戸川区,東京都,JP,139.89373969,35.70788246,"35.70788246,139.89373969",東京都江戸川区鹿骨二丁目２−９
Japan,321-0155,西川田南一丁目１−５,宇都宮市,栃木県,JP,139.84788821,36.50892777,"36.50892777,139.84788821",栃木県宇都宮市西川田南一丁目１−５
Japan,486-0837,長塚町一丁目１−８,春日井市,愛知県,JP,136.95151103,35.219252,"35.219252,136.95151103",愛知県春日井市長塚町一丁目１−８
Japan,112-0004,後楽二丁目１−３,文京区,東京都,JP,139.74533297,35.7054177,"35.7054177,139.74533297",東京都文京区後楽二丁目１−３
Japan,106-0041,芝四丁目３−６,港区,東京都,JP,139.75056791,35.64785084,"35.64785084,139.75056791",東京都港区芝四丁目３−６
Japan,813-0025,青葉四丁目２−１,福岡市東区,福岡県,JP,130.46186547,33.649832,"33.649832,130.46186547",福岡県福岡市東区青葉四丁目２−１
Japan,591-8034,北花田町一丁一丁目２−１,堺市北区,大阪府,JP,135.51660597,34.58068056,"34.58068056,135.51660597",大阪府堺市北区北花田町一丁一丁目２−１
Japan,981-0951,青葉町二丁目１−９,仙台市青葉区,宮城県,JP,140.86516652,38.28236634,"38.28236634,140.86516652",宮城県仙台市青葉区青葉町二丁目１−９
Japan,144-0031,中央六丁目１−１,大田区,東京都,JP,139.71172274,35.57854655,"35.57854655,139.71172274",東京都大田区中央六丁目１−１
Japan,920-1336,常盤町一丁目２−７,金沢市,石川県,JP,136.67354452,36.56714382,"36.56714382,136.67354452",石川県金沢市常盤町一丁目２−７
Japan,452-0961,春日上高畑一丁目２−２,清須市,愛知県,JP,136.83291387,35.24591682,"35.24591682,136.83291387",愛知県清須市春日上高畑一丁目２−２
Japan,447-0883,照光町一丁目２−９,碧南市,愛知県,JP,137.01758435,34.88721064,"34.88721064,137.01758435",愛知県碧南市照光町一丁目２−９
Japan,300-1240,池の台二丁目３−８,つくば市,茨城県,JP,140.12219816,36.01770963,"36.01770963,140.12219816",茨城県つくば市池の台二丁目３−８
Japan,177-0052,豊玉南二丁目１−５,練馬区,東京都,JP,139.65673854,35.72811535,"35.72811535,139.65673854",東京都練馬区豊玉南二丁目１−５
Japan,920-0919,弥生一丁目３−３,金沢市,石川県,JP,136.64667973,36.54858844,"36.54858844,136.64667973",石川県金沢市弥生一丁目３−３
Japan,567-0806,彩都やまぶき四丁目３−３,茨木市,大阪府,JP,135.52167672,34.85982388,"34.85982388,135.52167672",大阪府茨木市彩都やまぶき四丁目３−３
Japan,162-0055,西落合四丁目１−７,新宿区,東京都,JP,139.67739415,35.72761156,"35.72761156,139.67739415",東京都新宿区西落合四丁目１−７
Japan,619-0233,大字乾谷一丁目１−１,相楽郡精華町,京都府,JP,135.76660445,34.73387167,"34.73387167,135.76660445",京都府相楽郡精華町大字乾谷一丁目１−１
Japan,468-0067,池見一丁目２−６,名古屋市天白区,愛知県,JP,136.96258497,35.12557671,"35.12557671,136.96258497",愛知県名古屋市天白区池見一丁目２−６
Japan,468-0064,道明町二丁目１−６,名古屋市天白区,愛知県,JP,136.97321426,35.12490575,"35.12490575,136.97321426",愛知県名古屋市天白区道明町二丁目１−６
Japan,270-1444,柳戸一丁目２−９,柏市,千葉県,JP,140.05735692,35.83766286,"35.83766286,140.05735692",千葉県柏市柳戸一丁目２−９
Japan,440-0013,西岩田四丁目１−５,豊橋市,愛知県,JP,137.42061349,34.75451893,"34.75451893,137.42061349",愛知県豊橋市西岩田四丁目１−５
Japan,156-0055,喜多見六丁目２−１,世田谷区,東京都,JP,139.60353776,35.63055067,"35.63055067,139.60353776",東京都世田谷区喜多見六丁目２−１
Japan,252-0235,大野台三丁目３−４,相模原市中央区,神奈川県,JP,139.39628333,35.55521663,"35.55521663,139.39628333",神奈川県相模原市中央区大野台三丁目３−４
Japan,133-0064,船堀五丁目２−５,江戸川区,東京都,JP,139.87035074,35.6824527,"35.6824527,139.87035074",東京都江戸川区船堀五丁目２−５
Japan,166-0014,桃井一丁目３−４,杉並区,東京都,JP,139.61207281,35.71113898,"35.71113898,139.61207281",東京都杉並区桃井一丁目３−４
Japan,602-8483,新烏丸頭町二丁目３−３,京都市上京区,京都府,JP,135.76828065,35.02042236,"35.02042236,135.76828065",京都府京都市上京区新烏丸頭町二丁目３−３
Japan,134-0087,松江一丁目３−４,江戸川区,東京都,JP,139.8690575,35.69931557,"35.69931557,139.8690575",東京都江戸川区松江一丁目３−４
Japan,187-0022,上水新町三丁目２−２,小平市,東京都,JP,139.45898168,35.71951863,"35.71951863,139.45898168",東京都小平市上水新町三丁目２−２
Japan,321-0952,泉が丘六丁目２−８,宇都宮市,栃木県,JP,139.92022065,36.56858568,"36.56858568,139.92022065",栃木県宇都宮市泉が丘六丁目２−８
Japan,332-0016,西川口三丁目２−１,川口市,埼玉県,JP,139.70441882,35.81099433,"35.81099433,139.70441882",埼玉県川口市西川口三丁目２−１
Japan,812-0872,西月隈五丁目３−４,福岡市博多区,福岡県,JP,130.4566743,33.56473125,"33.56473125,130.4566743",福岡県福岡市博多区西月隈五丁目３−４
Japan,981-0913,国見三丁目１−９,仙台市青葉区,宮城県,JP,140.84168825,38.27278978,"38.27278978,140.84168825",宮城県仙台市青葉区国見三丁目１−９
Japan,320-0808,宮園町一丁目２−８,宇都宮市,栃木県,JP,139.87998864,36.55887013,"36.55887013,139.87998864",栃木県宇都宮市宮園町一丁目２−８
Japan,062-0034,西岡三条十一丁目２−１,札幌市豊平区,北海道,JP,141.38060151,42.99981431,"42.99981431,141.38060151",北海道札幌市豊平区西岡三条十一丁目２−１
Japan,287-0233,玉造三丁目１−２,成田市,千葉県,JP,140.28728475,35.79014024,"35.79014024,140.28728475",千葉県成田市玉造三丁目１−２
Japan,736-0084,船越南三丁目２−７,広島市安芸区,広島県,JP,132.5249315,34.37113113,"34.37113113,132.5249315",広島県広島市安芸区船越南三丁目２−７
Japan,464-0859,新栄三丁目２−７,名古屋市千種区,愛知県,JP,136.92839199,35.16749126,"35.16749126,136.92839199",愛知県名古屋市千種区新栄三丁目２−７
Japan,182-0023,入間町一丁目１−９,調布市,東京都,JP,139.58964025,35.65221205,"35.65221205,139.58964025",東京都調布市入間町一丁目１−９
Japan,657-0846,高徳町五丁目２−７,神戸市灘区,兵庫県,JP,135.24176272,34.71849313,"34.71849313,135.24176272",兵庫県神戸市灘区高徳町五丁目２−７
Japan,475-0937,川田町一丁目３−５,半田市,愛知県,JP,136.94856747,34.89373976,"34.89373976,136.94856747",愛知県半田市川田町一丁目３−５
Japan,520-3203,西峰町二丁目２−２,湖南市,滋賀県,JP,136.12806867,35.0154959,"35.0154959,136.12806867",滋賀県湖南市西峰町二丁目２−２
Japan,251-0874,羽鳥五丁目２−５,藤沢市,神奈川県,JP,139.46579929,35.34428501,"35.34428501,139.46579929",神奈川県藤沢市羽鳥五丁目２−５
Japan,154-0003,代田五丁目１−６,世田谷区,東京都,JP,139.66222204,35.65999484,"35.65999484,139.66222204",東京都世田谷区代田五丁目１−６
Japan,458-0812,篭山二丁目２−５,名古屋市緑区,愛知県,JP,136.98318814,35.08283328,"35.08283328,136.98318814",愛知県名古屋市緑区篭山二丁目２−５
Japan,064-0916,南二十八条西十三丁目２−８,札幌市中央区,北海道,JP,141.34217249,43.02156814,"43.02156814,141.34217249",北海道札幌市中央区南二十八条西十三丁目２−８
Japan,475-0947,住吉町六丁目１−２,半田市,愛知県,JP,136.93075744,34.89934372,"34.89934372,136.93075744",愛知県半田市住吉町六丁目１−２
Japan,064-0825,北十八条西十五丁目２−６,札幌市中央区,北海道,JP,141.32973746,43.07983134,"43.07983134,141.32973746",北海道札幌市中央区北十八条西十五丁目２−６
Japan,639-0263,白鳳台二丁目１−７,香芝市,奈良県,JP,135.69191854,34.5694175,"34.5694175,135.69191854",奈良県香芝市白鳳台二丁目１−７
Japan,175-0093,板橋一丁目３−７,板橋区,東京都,JP,139.71746805,35.74652588,"35.74652588,139.71746805",東京都板橋区板橋一丁目３−７
Japan,861-4108,幸田一丁目３−４,熊本市南区,熊本県,JP,130.71612948,32.76790021,"32.76790021,130.71612948",熊本県熊本市南区幸田一丁目３−４
Japan,486-0836,二子町一丁目３−６,春日井市,愛知県,JP,136.93497217,35.22429192,"35.22429192,136.93497217",愛知県春日井市二子町一丁目３−６
Japan,703-8235,西川原二丁目１−７,岡山市中区,岡山県,JP,133.94085548,34.67796337,"34.67796337,133.94085548",岡山県岡山市中区西川原二丁目１−７
Japan,062-0005,美園一条八丁目１−７,札幌市豊平区,北海道,JP,141.39419486,43.04101948,"43.04101948,141.39419486",北海道札幌市豊平区美園一条八丁目１−７
Japan,321-3235,五代一丁目２−３,宇都宮市,栃木県,JP,139.86154386,36.4899495,"36.4899495,139.86154386",栃木県宇都宮市五代一丁目２−３
Japan,273-0025,印内三丁目３−６,船橋市,千葉県,JP,139.96678954,35.71694711,"35.71694711,139.96678954",千葉県船橋市印内三丁目３−６
Japan,170-0011,北大塚一丁目３−６,豊島区,東京都,JP,139.73196737,35.73250121,"35.73250121,139.73196737",東京都豊島区北大塚一丁目３−６
Japan,273-0045,八木が谷五丁目２−８,船橋市,千葉県,JP,140.03866655,35.76500059,"35.76500059,140.03866655",千葉県船橋市八木が谷五丁目２−８
Japan,604-0904,俵屋町一丁目２−４,京都市中京区,京都府,JP,135.74899878,35.01178219,"35.01178219,135.74899878",京都府京都市中京区俵屋町一丁目２−４
Japan,444-0224,羽根町二丁目３−９,岡崎市,愛知県,JP,137.174278,34.9229666,"34.9229666,137.174278",愛知県岡崎市羽根町二丁目３−９
Japan,132-0014,東小岩五丁目１−１,江戸川区,東京都,JP,139.88858871,35.7312373,"35.7312373,139.88858871",東京都江戸川区東小岩五丁目１−１
Japan,921-8176,駅西本町四丁目３−５,金沢市,石川県,JP,136.63284873,36.58542131,"36.58542131,136.63284873",石川県金沢市駅西本町四丁目３−５
Japan,305-0044,沼田二丁目１−３,つくば市,茨城県,JP,140.08734923,36.20602568,"36.20602568,140.08734923",茨城県つくば市沼田二丁目１−３
Japan,444-0944,康生町一丁目１−２,岡崎市,愛知県,JP,137.16065409,34.956595,"34.956595,137.16065409",愛知県岡崎市康生町一丁目１−２
Japan,440-0013,西岩田五丁目１−１,豊橋市,愛知県,JP,137.42065065,34.75274286,"34.75274286,137.42065065",愛知県豊橋市西岩田五丁目１−１
Japan,158-0081,宇奈根二丁目２−８,世田谷区,東京都,JP,139.6001159,35.6210273,"35.6210273,139.6001159",東京都世田谷区宇奈根二丁目２−８
Japan,980-0855,荒巻中央一丁目１−４,仙台市青葉区,宮城県,JP,140.85828944,38.29112871,"38.29112871,140.85828944",宮城県仙台市青葉区荒巻中央一丁目１−４
Japan,224-0065,桜並木二丁目３−６,横浜市都筑区,神奈川県,JP,139.57903068,35.5349878,"35.5349878,139.57903068",神奈川県横浜市都筑区桜並木二丁目３−６
Japan,321-0105,陽東一丁目２−６,宇都宮市,栃木県,JP,139.92582621,36.55099258,"36.55099258,139.92582621",栃木県宇都宮市陽東一丁目２−６
Japan,479-0018,青海町五丁目１−４,常滑市,愛知県,JP,136.83361464,34.92722721,"34.92722721,136.83361464",愛知県常滑市青海町五丁目１−４
Japan,003-0835,北郷三条二丁目１−９,札幌市白石区,北海道,JP,141.40970416,43.06251026,"43.06251026,141.40970416",北海道札幌市白石区北郷三条二丁目１−９
Japan,320-0053,戸祭台二丁目３−３,宇都宮市,栃木県,JP,139.87689755,36.58256316,"36.58256316,139.87689755",栃木県宇都宮市戸祭台二丁目３−３
Japan,135-0092,広町一丁目２−４,品川区,東京都,JP,139.73572643,35.6142845,"35.6142845,139.73572643",東京都品川区広町一丁目２−４
Japan,920-1119,無量寺一丁目３−７,金沢市,石川県,JP,136.60985856,36.60319656,"36.60319656,136.60985856",石川県金沢市無量寺一丁目３−７
Japan,602-8474,下木下町二丁目２−２,京都市上京区,京都府,JP,135.75631311,35.0335806,"35.0335806,135.75631311",京都府京都市上京区下木下町二丁目２−２
Japan,243-0426,杉久保南五丁目２−７,海老名市,神奈川県,JP,139.39794932,35.42013742,"35.42013742,139.39794932",神奈川県海老名市杉久保南五丁目２−７
Japan,541-0055,平野町二丁目３−７,大阪市中央区,大阪府,JP,135.50487073,34.68831362,"34.68831362,135.50487073",大阪府大阪市中央区平野町二丁目３−７
Japan,166-0013,西荻南四丁目３−６,杉並区,東京都,JP,139.60604948,35.70071194,"35.70071194,139.60604948",東京都杉並区西荻南四丁目３−６
Japan,064-0804,南十四条西十四丁目２−７,札幌市中央区,北海道,JP,141.33761455,43.04024339,"43.04024339,141.33761455",北海道札幌市中央区南十四条西十四丁目２−７
Japan,214-0011,菅仙谷四丁目１−２,川崎市多摩区,神奈川県,JP,139.51854892,35.62663625,"35.62663625,139.51854892",神奈川県川崎市多摩区菅仙谷四丁目１−２
Japan,920-8214,米泉町六丁目１−８,金沢市,石川県,JP,136.62403145,36.54962805,"36.54962805,136.62403145",石川県金沢市米泉町六丁目１−８
Japan,177-0042,三原台三丁目１−１,練馬区,東京都,JP,139.60031022,35.7525537,"35.7525537,139.60031022",東京都練馬区三原台三丁目１−１
Japan,216-0013,有馬八丁目１−７,川崎市宮前区,神奈川県,JP,139.57364871,35.57266093,"35.57266093,139.57364871",神奈川県川崎市宮前区有馬八丁目１−７
Japan,182-0001,深大寺南町二丁目３−４,調布市,東京都,JP,139.55812083,35.66129541,"35.66129541,139.55812083",東京都調布市深大寺南町二丁目３−４
Japan,664-0021,奥畑二丁目１−５,伊丹市,兵庫県,JP,135.3850635,34.78149834,"34.78149834,135.3850635",兵庫県伊丹市奥畑二丁目１−５
Japan,567-0802,蔵垣内三丁目３−８,茨木市,大阪府,JP,135.55687549,34.79274636,"34.79274636,135.55687549",大阪府茨木市蔵垣内三丁目３−８
Japan,330-0063,瀬ヶ崎四丁目１−５,さいたま市浦和区,埼玉県,JP,139.66502842,35.87568913,"35.87568913,139.66502842",埼玉県さいたま市浦和区瀬ヶ崎四丁目１−５
Japan,818-0124,五条二丁目１−６,太宰府市,福岡県,JP,130.5227921,33.51153746,"33.51153746,130.5227921",福岡県太宰府市五条二丁目１−６
Japan,162-0818,市谷柳町一丁目２−５,新宿区,東京都,JP,139.7261479,35.69974428,"35.69974428,139.7261479",東京都新宿区市谷柳町一丁目２−５
Japan,444-0022,新居町一丁目３−９,岡崎市,愛知県,JP,137.25798083,35.00379271,"35.00379271,137.25798083",愛知県岡崎市新居町一丁目３−９
Japan,709-1204,並木町二丁目２−１,岡山市南区,岡山県,JP,133.94119256,34.60955884,"34.60955884,133.94119256",岡山県岡山市南区並木町二丁目２−１
Japan,466-0807,山中町二丁目３−２,名古屋市昭和区,愛知県,JP,136.95218452,35.14906527,"35.14906527,136.95218452",愛知県名古屋市昭和区山中町二丁目３−２
Japan,221-0865,西寺尾二丁目３−５,横浜市神奈川区,神奈川県,JP,139.64830534,35.4993989,"35.4993989,139.64830534",神奈川県横浜市神奈川区西寺尾二丁目３−５
Japan,170-0011,北大塚一丁目３−３,豊島区,東京都,JP,139.73206696,35.73358011,"35.73358011,139.73206696",東京都豊島区北大塚一丁目３−３
Japan,106-0045,芝公園一丁目２−６,港区,東京都,JP,139.75185664,35.65871706,"35.65871706,139.75185664",東京都港区芝公園一丁目２−６
Japan,861-8072,本山町二丁目１−７,熊本市中央区,熊本県,JP,130.70073944,32.78388386,"32.78388386,130.70073944",熊本県熊本市中央区本山町二丁目１−７
Japan,816-0807,宝町二丁目１−９,春日市,福岡県,JP,130.4622414,33.53473885,"33.53473885,130.4622414",福岡県春日市宝町二丁目１−９
Japan,446-0013,根崎町一丁目３−４,安城市,愛知県,JP,137.03763529,34.90205339,"34.90205339,137.03763529",愛知県安城市根崎町一丁目３−４
Japan,060-0053,南十三条西九丁目１−５,札幌市中央区,北海道,JP,141.34544,43.04311993,"43.04311993,141.34544",北海道札幌市中央区南十三条西九丁目１−５
Japan,270-1441,吉野沢二丁目３−９,柏市,千葉県,JP,139.95907623,35.85260352,"35.85260352,139.95907623",千葉県柏市吉野沢二丁目３−９
Japan,144-0054,西六郷四丁目１−１,大田区,東京都,JP,139.70205028,35.54156176,"35.54156176,139.70205028",東京都大田区西六郷四丁目１−１
Japan,486-0916,鳥居松町四丁目３−３,春日井市,愛知県,JP,136.97197018,35.24433265,"35.24433265,136.97197018",愛知県春日井市鳥居松町四丁目３−３
Japan,111-0056,元浅草四丁目３−７,台東区,東京都,JP,139.78706341,35.70905188,"35.70905188,139.78706341",東京都台東区元浅草四丁目３−７
Japan,454-0907,八熊通四丁目２−４,名古屋市中川区,愛知県,JP,136.88437007,35.13947011,"35.13947011,136.88437007",愛知県名古屋市中川区八熊通四丁目２−４
Japan,230-0076,上末吉五丁目３−４,横浜市鶴見区,神奈川県,JP,139.66372013,35.53309847,"35.53309847,139.66372013",神奈川県横浜市鶴見区上末吉五丁目３−４
Japan,513-0009,中旭が丘二丁目１−８,鈴鹿市,三重県,JP,136.5744626,34.84489218,"34.84489218,136.5744626",三重県鈴鹿市中旭が丘二丁目１−８
Japan,321-0945,下横田町一丁目３−３,宇都宮市,栃木県,JP,139.89077489,36.48134788,"36.48134788,139.89077489",栃木県宇都宮市下横田町一丁目３−３
Japan,700-0954,宮浦一丁目３−１,岡山市南区,岡山県,JP,133.99349649,34.58504933,"34.58504933,133.99349649",岡山県岡山市南区宮浦一丁目３−１
Japan,321-0345,大通り二丁目２−６,宇都宮市,栃木県,JP,139.89195668,36.56020994,"36.56020994,139.89195668",栃木県宇都宮市大通り二丁目２−６
